sample,taxa,empP,circa_p,people,sum,number_exist,p,group,cluster
Cardiobacterium.hominis_P05,Cardiobacterium.hominis,0.41958042,0.707365829,P05,0.00024599,4,1,exist,exist
Cardiobacterium.hominis_P07,Cardiobacterium.hominis,0.608391608,0.204768475,P07,0.006181761,8,1,exist,exist
Cardiobacterium.hominis_P09,Cardiobacterium.hominis,0.758241758,0.507419023,P09,0.008963488,8,1,exist,exist
Cardiobacterium.hominis_P11,Cardiobacterium.hominis,0.94005994,0.87921109,P11,0.016713505,8,1,exist,exist
Cardiobacterium.hominis_P15,Cardiobacterium.hominis,0.350649351,0.166532108,P15,0.005513693,8,1,exist,exist
Cardiobacterium.hominis_P16,Cardiobacterium.hominis,0.350649351,0.399317943,P16,0.005805089,8,1,exist,exist
Cardiobacterium.hominis_P18,Cardiobacterium.hominis,0.815184815,0.207633431,P18,0.002410189,5,1,exist,exist
Cardiobacterium.hominis_P25,Cardiobacterium.hominis,0.687312687,0.502662145,P25,0.019466163,8,1,exist,exist
Cardiobacterium.hominis_P27,Cardiobacterium.hominis,0.687312687,0.434635101,P27,0.018836964,8,1,exist,exist
Caudovirales.sp._P03,Caudovirales.sp.,0.41958042,0.282203015,P03,0.010759402,8,1,exist,exist
Caudovirales.sp._P05,Caudovirales.sp.,0.625374625,0.583084678,P05,0.000427176,6,1,exist,exist
Caudovirales.sp._P07,Caudovirales.sp.,0.608391608,0.462661056,P07,0.002955208,7,1,exist,exist
Caudovirales.sp._P11,Caudovirales.sp.,0.576423576,0.591077569,P11,0.00417694,8,1,exist,exist
Caudovirales.sp._P15,Caudovirales.sp.,0.350649351,0.135737467,P15,0.003042703,7,1,exist,exist
Caudovirales.sp._P16,Caudovirales.sp.,0.230769231,0.162363353,P16,0.008425367,8,1,exist,exist
Caudovirales.sp._P22,Caudovirales.sp.,0.94005994,0.575824256,P22,0.001152359,8,1,exist,exist
Caudovirales.sp._P25,Caudovirales.sp.,0.508491508,0.730644684,P25,0.024768164,8,1,exist,exist
Caudovirales.sp._P27,Caudovirales.sp.,0.835164835,0.672017553,P27,0.029788442,6,1,exist,exist
Corynebacterium.matruchotii_P03,Corynebacterium.matruchotii,0.739260739,0.225863615,P03,0.012179326,8,1,exist,exist
Corynebacterium.matruchotii_P05,Corynebacterium.matruchotii,0.327672328,0.308974356,P05,0.0001921,4,1,exist,exist
Corynebacterium.matruchotii_P09,Corynebacterium.matruchotii,0.758241758,0.542036098,P09,0.002075868,8,1,exist,exist
Corynebacterium.matruchotii_P11,Corynebacterium.matruchotii,0.94005994,0.578371404,P11,0.004038055,7,1,exist,exist
Corynebacterium.matruchotii_P15,Corynebacterium.matruchotii,0.508491508,0.158385352,P15,0.01617426,8,1,exist,exist
Corynebacterium.matruchotii_P16,Corynebacterium.matruchotii,0.508491508,0.422228546,P16,0.000838753,5,1,exist,exist
Corynebacterium.matruchotii_P25,Corynebacterium.matruchotii,1,0.574011619,P25,0.016391988,8,1,exist,exist
Gemella.haemolysans_P06,Gemella.haemolysans,0.654345654,0.848093402,P06,0.547038659,8,1,exist,exist
Gemella.haemolysans_P16,Gemella.haemolysans,0.654345654,0.347858529,P16,0.037434762,8,1,exist,exist
Gemella.haemolysans_P17,Gemella.haemolysans,0.984015984,0.443162353,P17,7.44720468,8,1,exist,exist
Gemella.haemolysans_P18,Gemella.haemolysans,0.654345654,0.208554059,P18,0.235692033,8,1,exist,exist
Gemella.haemolysans_P21,Gemella.haemolysans,0.654345654,0.629056269,P21,0.496517102,8,1,exist,exist
Gemella.haemolysans_P24,Gemella.haemolysans,0.815184815,0.353575903,P24,0.119853554,8,1,exist,exist
Haemophilus.haemolyticus_P03,Haemophilus.haemolyticus,0.739260739,0.468540238,P03,0.007785094,8,1,exist,exist
Haemophilus.haemolyticus_P15,Haemophilus.haemolyticus,0.508491508,0.139243399,P15,0.009104103,8,1,exist,exist
Haemophilus.haemolyticus_P16,Haemophilus.haemolyticus,0.37962038,0.194841863,P16,0.01325715,8,1,exist,exist
Haemophilus.haemolyticus_P18,Haemophilus.haemolyticus,0.835164835,0.356059566,P18,0.005265459,6,1,exist,exist
Haemophilus.haemolyticus_P21,Haemophilus.haemolyticus,0.508491508,0.485979219,P21,0.279662695,8,1,exist,exist
Haemophilus.haemolyticus_P22,Haemophilus.haemolyticus,0.216783217,0.141579152,P22,0.055691539,8,1,exist,exist
Haemophilus.haemolyticus_P23,Haemophilus.haemolyticus,0.524475524,0.345358154,P23,0.014469387,5,1,exist,exist
Haemophilus.haemolyticus_P27,Haemophilus.haemolyticus,0.524475524,0.249897661,P27,0.100229487,8,1,exist,exist
Haemophilus.influenzae_P03,Haemophilus.influenzae,0.576423576,0.445593011,P03,0.011656766,8,1,exist,exist
Haemophilus.influenzae_P08,Haemophilus.influenzae,0.327672328,0.141694394,P08,0.125825854,8,1,exist,exist
Haemophilus.influenzae_P09,Haemophilus.influenzae,0.608391608,0.222119092,P09,0.003118686,8,1,exist,exist
Haemophilus.influenzae_P11,Haemophilus.influenzae,0.277722278,0.146518687,P11,0.020254116,8,1,exist,exist
Haemophilus.influenzae_P16,Haemophilus.influenzae,0.37962038,0.236386738,P16,0.023985725,8,1,exist,exist
Haemophilus.influenzae_P17,Haemophilus.influenzae,0.216783217,0.178652911,P17,0.170526413,8,1,exist,exist
Haemophilus.influenzae_P18,Haemophilus.influenzae,0.815184815,0.210875374,P18,0.031542713,8,1,exist,exist
Haemophilus.influenzae_P21,Haemophilus.influenzae,0.508491508,0.861854468,P21,0.067790851,8,1,exist,exist
Haemophilus.influenzae_P22,Haemophilus.influenzae,0.350649351,0.15590278,P22,0.07567249,8,1,exist,exist
Haemophilus.influenzae_P27,Haemophilus.influenzae,0.37962038,0.171949806,P27,0.056662716,7,1,exist,exist
Haemophilus.parahaemolyticus_P03,Haemophilus.parahaemolyticus,0.41958042,0.213794825,P03,0.003652693,8,1,exist,exist
Haemophilus.parahaemolyticus_P05,Haemophilus.parahaemolyticus,0.277722278,0.358601493,P05,0.001253332,7,1,exist,exist
Haemophilus.parahaemolyticus_P06,Haemophilus.parahaemolyticus,0.524475524,0.748857489,P06,0.042602962,6,1,exist,exist
Haemophilus.parahaemolyticus_P16,Haemophilus.parahaemolyticus,0.216783217,0.340905426,P16,0.134399246,8,1,exist,exist
Haemophilus.parahaemolyticus_P18,Haemophilus.parahaemolyticus,0.984015984,0.69215658,P18,0.208037779,8,1,exist,exist
Haemophilus.parahaemolyticus_P19,Haemophilus.parahaemolyticus,0.350649351,0.170412622,P19,0.009529555,8,1,exist,exist
Haemophilus.parahaemolyticus_P20,Haemophilus.parahaemolyticus,0.835164835,0.438770898,P20,0.003855684,4,1,exist,exist
Haemophilus.parahaemolyticus_P21,Haemophilus.parahaemolyticus,0.350649351,0.449224307,P21,0.072637107,8,1,exist,exist
Haemophilus.parahaemolyticus_P23,Haemophilus.parahaemolyticus,0.524475524,0.251903016,P23,0.036352505,6,1,exist,exist
Haemophilus.parahaemolyticus_P24,Haemophilus.parahaemolyticus,0.524475524,0.374029611,P24,0.006544771,6,1,exist,exist
Haemophilus.parahaemolyticus_P27,Haemophilus.parahaemolyticus,0.37962038,0.271294444,P27,0.075517908,8,1,exist,exist
Haemophilus.sp..oral.taxon.036_P03,Haemophilus.sp..oral.taxon.036,0.739260739,0.39012836,P03,0.013144975,5,1,exist,exist
Haemophilus.sp..oral.taxon.036_P16,Haemophilus.sp..oral.taxon.036,0.94005994,0.4289472,P16,0.004862886,7,1,exist,exist
Haemophilus.sp..oral.taxon.036_P17,Haemophilus.sp..oral.taxon.036,0.815184815,0.211835844,P17,0.014799366,5,1,exist,exist
Haemophilus.sp..oral.taxon.036_P18,Haemophilus.sp..oral.taxon.036,0.815184815,0.256291003,P18,0.012730332,8,1,exist,exist
Haemophilus.sp..oral.taxon.036_P21,Haemophilus.sp..oral.taxon.036,0.815184815,0.879906762,P21,0.035518172,8,1,exist,exist
Inoviridae.sp._P03,Inoviridae.sp.,0.576423576,0.435430117,P03,0.004338926,8,1,exist,exist
Inoviridae.sp._P07,Inoviridae.sp.,0.277722278,0.261556969,P07,0.008601274,8,1,exist,exist
Inoviridae.sp._P09,Inoviridae.sp.,0.94005994,0.622824987,P09,0.001242061,8,1,exist,exist
Inoviridae.sp._P11,Inoviridae.sp.,0.41958042,0.615896616,P11,0.006847262,8,1,exist,exist
Inoviridae.sp._P15,Inoviridae.sp.,0.654345654,0.232240267,P15,0.003102638,5,1,exist,exist
Inoviridae.sp._P17,Inoviridae.sp.,0.508491508,0.283917403,P17,0.033087219,8,1,exist,exist
Inoviridae.sp._P22,Inoviridae.sp.,0.654345654,0.244908618,P22,0.004971404,8,1,exist,exist
Inoviridae.sp._P27,Inoviridae.sp.,0.524475524,0.25219722,P27,0.03889802,8,1,exist,exist
Lancefieldella.parvula_P03,Lancefieldella.parvula,0.41958042,0.422456237,P03,0.080328817,8,1,exist,exist
Lancefieldella.parvula_P05,Lancefieldella.parvula,0.856143856,0.410382079,P05,0.046427559,8,1,exist,exist
Lancefieldella.parvula_P07,Lancefieldella.parvula,0.94005994,0.476781376,P07,0.015997607,8,1,exist,exist
Lancefieldella.parvula_P11,Lancefieldella.parvula,0.576423576,0.892839822,P11,0.104039177,8,1,exist,exist
Lancefieldella.parvula_P25,Lancefieldella.parvula,0.216783217,0.27211503,P25,0.724423999,8,1,exist,exist
Neisseria.elongata_P03,Neisseria.elongata,0.277722278,0.409670802,P03,0.427911039,8,1,exist,exist
Neisseria.elongata_P07,Neisseria.elongata,0.576423576,0.186864824,P07,0.051918339,8,1,exist,exist
Neisseria.elongata_P09,Neisseria.elongata,0.94005994,0.598350011,P09,0.072276986,8,1,exist,exist
Neisseria.elongata_P11,Neisseria.elongata,0.739260739,0.703704823,P11,0.082953789,8,1,exist,exist
Neisseria.elongata_P15,Neisseria.elongata,0.687312687,0.429928205,P15,0.01091552,6,1,exist,exist
Neisseria.elongata_P16,Neisseria.elongata,0.924075924,0.432341016,P16,0.58230245,8,1,exist,exist
Neisseria.elongata_P23,Neisseria.elongata,0.924075924,0.714677891,P23,0.089536245,7,1,exist,exist
Neisseria.elongata_P25,Neisseria.elongata,0.815184815,0.431287835,P25,0.030181077,8,1,exist,exist
Neisseria.elongata_P27,Neisseria.elongata,0.687312687,0.189384905,P27,0.124982774,8,1,exist,exist
Neisseria.meningitidis_P03,Neisseria.meningitidis,0.277722278,0.425986815,P03,0.069334396,8,1,exist,exist
Neisseria.meningitidis_P09,Neisseria.meningitidis,0.739260739,0.451272823,P09,0.012050021,8,1,exist,exist
Neisseria.meningitidis_P11,Neisseria.meningitidis,0.576423576,0.71485202,P11,0.124510696,8,1,exist,exist
Neisseria.meningitidis_P17,Neisseria.meningitidis,0.508491508,0.890794429,P17,0.287946404,8,1,exist,exist
Neisseria.meningitidis_P22,Neisseria.meningitidis,0.350649351,0.295856794,P22,0.03886692,8,1,exist,exist
Neisseria.meningitidis_P24,Neisseria.meningitidis,0.508491508,0.609525467,P24,0.009291305,4,1,exist,exist
Neisseria.meningitidis_P27,Neisseria.meningitidis,0.524475524,0.21775131,P27,1.245612405,8,1,exist,exist
Neisseria.mucosa_P03,Neisseria.mucosa,0.41958042,0.416166918,P03,0.279126658,8,1,exist,exist
Neisseria.mucosa_P07,Neisseria.mucosa,0.41958042,0.304166614,P07,0.69238133,8,1,exist,exist
Neisseria.mucosa_P09,Neisseria.mucosa,0.576423576,0.201751505,P09,0.065740985,8,1,exist,exist
Neisseria.mucosa_P11,Neisseria.mucosa,0.41958042,0.645468083,P11,1.711381545,8,1,exist,exist
Neisseria.mucosa_P15,Neisseria.mucosa,0.350649351,0.245555552,P15,0.111804907,7,1,exist,exist
Neisseria.mucosa_P17,Neisseria.mucosa,0.350649351,0.643319854,P17,8.501351,8,1,exist,exist
Neisseria.mucosa_P22,Neisseria.mucosa,0.508491508,0.335227795,P22,0.75242495,8,1,exist,exist
Neisseria.mucosa_P23,Neisseria.mucosa,0.508491508,0.15496197,P23,0.41463475,8,1,exist,exist
Neisseria.mucosa_P24,Neisseria.mucosa,0.687312687,0.201248987,P24,0.067167526,8,1,exist,exist
Neisseria.mucosa_P25,Neisseria.mucosa,0.654345654,0.575423359,P25,0.120970771,8,1,exist,exist
Neisseria.mucosa_P27,Neisseria.mucosa,0.654345654,0.240935752,P27,2.467885032,8,1,exist,exist
Olsenella.sp..oral.taxon.807_P03,Olsenella.sp..oral.taxon.807,0.856143856,0.394855759,P03,0.017330316,8,1,exist,exist
Olsenella.sp..oral.taxon.807_P07,Olsenella.sp..oral.taxon.807,0.608391608,0.493882238,P07,0.006571108,8,1,exist,exist
Olsenella.sp..oral.taxon.807_P09,Olsenella.sp..oral.taxon.807,0.576423576,0.293816867,P09,0.002196811,8,1,exist,exist
Olsenella.sp..oral.taxon.807_P11,Olsenella.sp..oral.taxon.807,0.997002997,0.919237288,P11,0.006983451,8,1,exist,exist
Olsenella.sp..oral.taxon.807_P13,Olsenella.sp..oral.taxon.807,0.508491508,0.239506131,P13,0.002906368,4,1,exist,exist
Olsenella.sp..oral.taxon.807_P15,Olsenella.sp..oral.taxon.807,0.924075924,0.585998386,P15,0.020598234,8,1,exist,exist
Olsenella.sp..oral.taxon.807_P18,Olsenella.sp..oral.taxon.807,0.835164835,0.692289905,P18,0.001271063,6,1,exist,exist
Olsenella.sp..oral.taxon.807_P22,Olsenella.sp..oral.taxon.807,0.924075924,0.426441637,P22,0.003286428,8,1,exist,exist
Olsenella.sp..oral.taxon.807_P25,Olsenella.sp..oral.taxon.807,0.815184815,0.948374757,P25,0.034145238,8,1,exist,exist
Olsenella.sp..oral.taxon.807_P26,Olsenella.sp..oral.taxon.807,0.508491508,0.253458704,P26,0.098789291,8,1,exist,exist
Peptostreptococcus.anaerobius_P06,Peptostreptococcus.anaerobius,0.216783217,0.400805914,P06,0.011124343,7,1,exist,exist
Peptostreptococcus.anaerobius_P07,Peptostreptococcus.anaerobius,0.625374625,0.500177024,P07,0.000521568,4,1,exist,exist
Peptostreptococcus.anaerobius_P17,Peptostreptococcus.anaerobius,0.37962038,0.312492191,P17,0.028967758,6,1,exist,exist
Peptostreptococcus.anaerobius_P22,Peptostreptococcus.anaerobius,0.654345654,0.500949521,P22,0.001823501,8,1,exist,exist
Peptostreptococcus.anaerobius_P23,Peptostreptococcus.anaerobius,0.924075924,0.440086346,P23,0.00492454,5,1,exist,exist
Porphyromonas.endodontalis_P06,Porphyromonas.endodontalis,0.924075924,0.704643334,P06,0.03442666,8,1,exist,exist
Porphyromonas.endodontalis_P07,Porphyromonas.endodontalis,0.277722278,0.186242163,P07,0.001265456,4,1,exist,exist
Porphyromonas.endodontalis_P22,Porphyromonas.endodontalis,0.924075924,0.434016744,P22,0.003570078,7,1,exist,exist
Porphyromonas.gingivalis_P03,Porphyromonas.gingivalis,0.41958042,0.480059865,P03,0.005224741,8,1,exist,exist
Porphyromonas.gingivalis_P06,Porphyromonas.gingivalis,0.654345654,0.706639952,P06,0.077905585,8,1,exist,exist
Porphyromonas.gingivalis_P07,Porphyromonas.gingivalis,0.576423576,0.159001532,P07,0.059321425,8,1,exist,exist
Porphyromonas.gingivalis_P08,Porphyromonas.gingivalis,0.200799201,0.167492071,P08,0.006280799,5,1,exist,exist
Porphyromonas.gingivalis_P09,Porphyromonas.gingivalis,0.608391608,0.314361697,P09,0.000386303,6,1,exist,exist
Porphyromonas.gingivalis_P11,Porphyromonas.gingivalis,0.946053946,0.521103896,P11,0.017066053,8,1,exist,exist
Porphyromonas.gingivalis_P15,Porphyromonas.gingivalis,0.924075924,0.950705909,P15,0.002865908,7,1,exist,exist
Porphyromonas.gingivalis_P16,Porphyromonas.gingivalis,0.508491508,0.350369667,P16,0.057253786,8,1,exist,exist
Porphyromonas.gingivalis_P17,Porphyromonas.gingivalis,0.984015984,0.529017147,P17,0.155990927,8,1,exist,exist
Porphyromonas.gingivalis_P20,Porphyromonas.gingivalis,0.216783217,0.18871847,P20,0.020481753,8,1,exist,exist
Porphyromonas.gingivalis_P22,Porphyromonas.gingivalis,0.815184815,0.284103936,P22,0.006031775,8,1,exist,exist
Porphyromonas.gingivalis_P25,Porphyromonas.gingivalis,0.524475524,0.224764999,P25,0.055783588,8,1,exist,exist
Prevotella.dentalis_P07,Prevotella.dentalis,0.327672328,0.195790084,P07,0.000709903,5,1,exist,exist
Prevotella.dentalis_P11,Prevotella.dentalis,0.301698302,0.57893009,P11,0.00178253,5,1,exist,exist
Prevotella.dentalis_P22,Prevotella.dentalis,0.815184815,0.237591784,P22,0.020583084,8,1,exist,exist
Prevotella.denticola_P03,Prevotella.denticola,0.41958042,0.479153131,P03,0.004175331,8,1,exist,exist
Prevotella.denticola_P05,Prevotella.denticola,0.200799201,0.14813511,P05,0.003127054,8,1,exist,exist
Prevotella.denticola_P07,Prevotella.denticola,0.856143856,0.214617172,P07,0.006699044,7,1,exist,exist
Prevotella.denticola_P11,Prevotella.denticola,0.856143856,0.689256487,P11,0.006595391,7,1,exist,exist
Prevotella.denticola_P17,Prevotella.denticola,0.508491508,0.190107557,P17,0.028552801,8,1,exist,exist
Prevotella.denticola_P23,Prevotella.denticola,0.654345654,0.188807147,P23,0.048977977,8,1,exist,exist
Prevotella.denticola_P25,Prevotella.denticola,0.216783217,0.16223397,P25,0.010190168,8,1,exist,exist
Prevotella.fusca_P11,Prevotella.fusca,0.856143856,0.741396576,P11,0.003680726,7,1,exist,exist
Prevotella.fusca_P15,Prevotella.fusca,0.654345654,0.28305531,P15,0.00644314,8,1,exist,exist
Prevotella.histicola_P03,Prevotella.histicola,0.41958042,0.492223722,P03,0.080097806,7,1,exist,exist
Prevotella.histicola_P05,Prevotella.histicola,0.608391608,0.615945821,P05,0.13087276,8,1,exist,exist
Prevotella.histicola_P07,Prevotella.histicola,0.576423576,0.558912117,P07,0.019843193,8,1,exist,exist
Prevotella.histicola_P11,Prevotella.histicola,0.739260739,0.762575457,P11,0.505459455,8,1,exist,exist
Prevotella.histicola_P15,Prevotella.histicola,0.508491508,0.259412086,P15,0.082467647,5,1,exist,exist
Prevotella.jejuni_P03,Prevotella.jejuni,0.41958042,0.496840752,P03,0.027524329,7,1,exist,exist
Prevotella.jejuni_P05,Prevotella.jejuni,0.443556444,0.381999156,P05,0.010080474,8,1,exist,exist
Prevotella.jejuni_P07,Prevotella.jejuni,0.739260739,0.601076247,P07,0.00534897,8,1,exist,exist
Prevotella.jejuni_P11,Prevotella.jejuni,0.576423576,0.514866405,P11,0.237287127,8,1,exist,exist
Prevotella.jejuni_P15,Prevotella.jejuni,0.508491508,0.229771996,P15,0.036073128,5,1,exist,exist
Prevotella.multiformis_P03,Prevotella.multiformis,0.856143856,0.799955181,P03,0.005522777,5,1,exist,exist
Prevotella.oris_P03,Prevotella.oris,0.576423576,0.218755053,P03,0.012003496,8,1,exist,exist
Prevotella.oris_P05,Prevotella.oris,0.576423576,0.29673609,P05,0.003912707,8,1,exist,exist
Prevotella.oris_P07,Prevotella.oris,0.327672328,0.188147736,P07,0.075486326,8,1,exist,exist
Prevotella.oris_P08,Prevotella.oris,0.739260739,0.544832764,P08,0.078428582,8,1,exist,exist
Prevotella.oris_P11,Prevotella.oris,0.41958042,0.624931225,P11,0.024098419,8,1,exist,exist
Prevotella.oris_P15,Prevotella.oris,0.37962038,0.231685578,P15,0.02597581,8,1,exist,exist
Prevotella.oris_P21,Prevotella.oris,0.37962038,0.131703696,P21,0.360543615,8,1,exist,exist
Prevotella.oris_P22,Prevotella.oris,0.508491508,0.15793903,P22,0.00941478,8,1,exist,exist
Prevotella.scopos_P03,Prevotella.scopos,0.301698302,0.477911393,P03,0.003748119,6,1,exist,exist
Prevotella.scopos_P05,Prevotella.scopos,0.456543457,0.364350479,P05,0.001054687,6,1,exist,exist
Prevotella.scopos_P07,Prevotella.scopos,0.327672328,0.565191094,P07,0.001182617,4,1,exist,exist
Prevotella.scopos_P11,Prevotella.scopos,0.739260739,0.741902013,P11,0.009194392,8,1,exist,exist
Prevotella.scopos_P17,Prevotella.scopos,0.37962038,0.147006258,P17,0.094198331,8,1,exist,exist
Prevotella.sp..oral.taxon.299_P03,Prevotella.sp..oral.taxon.299,0.277722278,0.340149582,P03,0.006167146,8,1,exist,exist
Prevotella.sp..oral.taxon.299_P07,Prevotella.sp..oral.taxon.299,0.41958042,0.578973301,P07,0.007387367,8,1,exist,exist
Prevotella.sp..oral.taxon.299_P11,Prevotella.sp..oral.taxon.299,0.576423576,0.611601574,P11,0.039670417,8,1,exist,exist
Prevotella.sp..oral.taxon.299_P15,Prevotella.sp..oral.taxon.299,0.350649351,0.179793127,P15,0.016849272,8,1,exist,exist
Prevotella.sp..oral.taxon.475_P03,Prevotella.sp..oral.taxon.475,0.41958042,0.142409953,P03,0.0015378,5,1,exist,exist
Prevotella.sp..oral.taxon.475_P06,Prevotella.sp..oral.taxon.475,0.815184815,0.401003979,P06,0.212289248,8,1,exist,exist
Prevotella.sp..oral.taxon.475_P07,Prevotella.sp..oral.taxon.475,0.608391608,0.19957041,P07,0.006902813,8,1,exist,exist
Prevotella.sp..oral.taxon.475_P11,Prevotella.sp..oral.taxon.475,0.874125874,0.613962125,P11,0.001957946,6,1,exist,exist
Prevotella.sp..oral.taxon.475_P15,Prevotella.sp..oral.taxon.475,0.815184815,0.249485633,P15,0.002127503,7,1,exist,exist
Prevotella.sp..oral.taxon.475_P22,Prevotella.sp..oral.taxon.475,0.815184815,0.281991561,P22,0.003141919,8,1,exist,exist
Prevotella.veroralis_P03,Prevotella.veroralis,0.41958042,0.446761475,P03,0.147001335,8,1,exist,exist
Prevotella.veroralis_P05,Prevotella.veroralis,0.576423576,0.339655714,P05,0.08945503,8,1,exist,exist
Prevotella.veroralis_P07,Prevotella.veroralis,0.94005994,0.516781942,P07,0.013572961,7,1,exist,exist
Prevotella.veroralis_P11,Prevotella.veroralis,0.739260739,0.579385805,P11,0.534372858,8,1,exist,exist
Siphoviridae.sp._P03,Siphoviridae.sp.,0.41958042,0.416915204,P03,0.271615184,8,1,exist,exist
Siphoviridae.sp._P11,Siphoviridae.sp.,0.576423576,0.586528119,P11,0.324462191,8,1,exist,exist
Siphoviridae.sp._P15,Siphoviridae.sp.,0.508491508,0.24574218,P15,0.39000613,8,1,exist,exist
Siphoviridae.sp._P16,Siphoviridae.sp.,0.37962038,0.146158058,P16,0.483435131,8,1,exist,exist
Siphoviridae.sp._P18,Siphoviridae.sp.,0.654345654,0.364355835,P18,0.497785351,8,1,exist,exist
Siphoviridae.sp._P22,Siphoviridae.sp.,0.992007992,0.503353851,P22,0.21795913,8,1,exist,exist
Siphoviridae.sp._P25,Siphoviridae.sp.,0.815184815,0.67671181,P25,0.598624392,8,1,exist,exist
Siphoviridae.sp._P27,Siphoviridae.sp.,0.508491508,0.184726641,P27,2.335664152,8,1,exist,exist
Streptococcus.agalactiae_P03,Streptococcus.agalactiae,0.277722278,0.212899478,P03,0.288935584,8,1,exist,exist
Streptococcus.agalactiae_P06,Streptococcus.agalactiae,0.508491508,0.301437364,P06,6.85026876,8,1,exist,exist
Streptococcus.agalactiae_P09,Streptococcus.agalactiae,0.758241758,0.328803243,P09,0.05435611,8,1,exist,exist
Streptococcus.agalactiae_P15,Streptococcus.agalactiae,0.216783217,0.219074386,P15,0.231360499,8,1,exist,exist
Streptococcus.agalactiae_P16,Streptococcus.agalactiae,0.94005994,0.388332465,P16,0.099652002,7,1,exist,exist
Streptococcus.agalactiae_P21,Streptococcus.agalactiae,0.924075924,0.947019357,P21,16.0642794,8,1,exist,exist
Streptococcus.agalactiae_P27,Streptococcus.agalactiae,0.654345654,0.384602869,P27,0.18669945,4,1,exist,exist
Streptococcus.australis_P03,Streptococcus.australis,0.41958042,0.374515865,P03,0.399226461,8,1,exist,exist
Streptococcus.australis_P09,Streptococcus.australis,0.608391608,0.320461562,P09,0.145666546,8,1,exist,exist
Streptococcus.australis_P11,Streptococcus.australis,0.576423576,0.443162715,P11,0.288933794,8,1,exist,exist
Streptococcus.australis_P15,Streptococcus.australis,0.654345654,0.236795047,P15,1.08204838,8,1,exist,exist
Streptococcus.australis_P16,Streptococcus.australis,0.350649351,0.159438912,P16,0.364427152,8,1,exist,exist
Streptococcus.australis_P17,Streptococcus.australis,0.350649351,0.17631963,P17,1.84186841,8,1,exist,exist
Streptococcus.australis_P21,Streptococcus.australis,0.216783217,0.156919142,P21,0.173489985,8,1,exist,exist
Streptococcus.australis_P22,Streptococcus.australis,0.654345654,0.220410169,P22,0.44889037,8,1,exist,exist
Streptococcus.australis_P25,Streptococcus.australis,0.654345654,0.456291932,P25,0.895710621,8,1,exist,exist
Streptococcus.australis_P27,Streptococcus.australis,0.37962038,0.174412261,P27,5.075923561,8,1,exist,exist
Streptococcus.gwangjuense_P03,Streptococcus.gwangjuense,0.576423576,0.397350345,P03,0.095212644,8,1,exist,exist
Streptococcus.gwangjuense_P15,Streptococcus.gwangjuense,0.216783217,0.417192168,P15,0.17511646,8,1,exist,exist
Streptococcus.gwangjuense_P16,Streptococcus.gwangjuense,0.350649351,0.388110976,P16,0.062391586,8,1,exist,exist
Streptococcus.gwangjuense_P17,Streptococcus.gwangjuense,0.924075924,0.53873602,P17,0.34257577,8,1,exist,exist
Streptococcus.gwangjuense_P18,Streptococcus.gwangjuense,0.984015984,0.755176506,P18,0.247886039,8,1,exist,exist
Streptococcus.gwangjuense_P21,Streptococcus.gwangjuense,0.350649351,0.266483172,P21,0.086940638,8,1,exist,exist
Streptococcus.gwangjuense_P27,Streptococcus.gwangjuense,0.524475524,0.524924596,P27,0.585585738,8,1,exist,exist
Streptococcus.lactarius_P03,Streptococcus.lactarius,0.327672328,0.380367179,P03,0.067724878,8,1,exist,exist
Streptococcus.lactarius_P07,Streptococcus.lactarius,0.576423576,0.277015601,P07,0.009426009,7,1,exist,exist
Streptococcus.lactarius_P09,Streptococcus.lactarius,0.608391608,0.249494979,P09,0.009508215,8,1,exist,exist
Streptococcus.lactarius_P11,Streptococcus.lactarius,0.576423576,0.546104013,P11,0.082725452,8,1,exist,exist
Streptococcus.lactarius_P15,Streptococcus.lactarius,0.350649351,0.41373067,P15,0.200057167,8,1,exist,exist
Streptococcus.lactarius_P17,Streptococcus.lactarius,0.350649351,0.227248489,P17,0.235407395,8,1,exist,exist
Streptococcus.lactarius_P22,Streptococcus.lactarius,0.508491508,0.167413093,P22,0.013273875,8,1,exist,exist
Streptococcus.lactarius_P25,Streptococcus.lactarius,0.508491508,0.332547277,P25,0.259689747,8,1,exist,exist
Streptococcus.lactarius_P27,Streptococcus.lactarius,0.524475524,0.196442108,P27,0.261614817,8,1,exist,exist
Streptococcus.mitis_P03,Streptococcus.mitis,0.41958042,0.334949636,P03,1.08327132,8,1,exist,exist
Streptococcus.mitis_P06,Streptococcus.mitis,0.216783217,0.199940449,P06,2.36709007,8,1,exist,exist
Streptococcus.mitis_P16,Streptococcus.mitis,0.815184815,0.431143744,P16,0.934539348,8,1,exist,exist
Streptococcus.mitis_P17,Streptococcus.mitis,0.984015984,0.604501931,P17,19.8293449,8,1,exist,exist
Streptococcus.mitis_P18,Streptococcus.mitis,0.924075924,0.577811266,P18,6.911359591,8,1,exist,exist
Streptococcus.mitis_P21,Streptococcus.mitis,0.508491508,0.35350002,P21,1.66332252,8,1,exist,exist
Streptococcus.mitis_P25,Streptococcus.mitis,0.216783217,0.140236184,P25,0.397588451,8,1,exist,exist
Streptococcus.mitis_P27,Streptococcus.mitis,0.524475524,0.263401077,P27,21.4444367,8,1,exist,exist
Streptococcus.oralis_P03,Streptococcus.oralis,0.576423576,0.388436078,P03,0.695615301,8,1,exist,exist
Streptococcus.oralis_P09,Streptococcus.oralis,0.758241758,0.190172169,P09,0.299378095,8,1,exist,exist
