taxa,empP,circa_p,people,day1_9,day1_13,day1_17,day1_21,day2_9,day2_13,day2_17,day2_21,sum,number_exist,p,group1,group2,group3,group4
Streptococcus.gwangjuense,0.060939061,0.042032866,P20,0.033139201,0.008808783,0.011927283,0.049524677,0.105042189,0.016170407,0.017924751,0.132213561,0.374750852,8,0.042032866,P20,Streptococcus.gwangjuense,set2,Streptococcus
Streptococcus.gwangjuense,0.125069836,0.021104278,P13,0.005298634,0.004275678,0.000802062,0.033370707,0.006016963,0.009989065,0.003172018,0.047000477,0.109925604,8,0.021104278,P13,Streptococcus.gwangjuense,set2,Streptococcus
Streptococcus.gwangjuense,0.001998002,0.020464598,P22,0.001309607,0.002557476,0.003341364,0.007814998,0.001216856,0.001670288,0.003347933,0.004027659,0.025286181,8,0.020464598,P22,Streptococcus.gwangjuense,set2,Streptococcus
Streptococcus.gwangjuense,0.103896104,0.018883313,P08,0.033473739,0.004648936,0.034773376,0.093190587,0.027998111,0.027678281,0.001472104,0.165813458,0.389048592,8,0.018883313,P08,Streptococcus.gwangjuense,set1,Streptococcus
Streptococcus.gwangjuense,0.027972028,0.017011743,P14,0.045408408,0.025669728,0.029652392,0.096723352,0.079911182,0.046020223,0.001050473,0.088246916,0.412682674,8,0.017011743,P14,Streptococcus.gwangjuense,set2,Streptococcus
Streptococcus.gwangjuense,0.156251964,0.08527458,P05,4.07E-05,0.000300027,0.011650989,0.007762407,0.000607056,3.89E-05,0.006166376,0.002449288,0.029015743,8,0.014985015,P05,Streptococcus.gwangjuense,set1,Streptococcus
Streptococcus.gwangjuense,0.013986014,0.133354134,P07,0.000444862,6.21E-05,0.008855693,0.081069186,0.000527054,0.000230677,0.006411465,0.008301231,0.105902268,8,0.013986014,P07,Streptococcus.gwangjuense,set1,Streptococcus
Streptococcus.gwangjuense,0.156251964,0.028189297,P11,0.001724859,0.000146796,0.000234454,0.008087982,7.33E-05,7.55E-05,0.008898398,0.014247956,0.033489245,8,0.013986014,P11,Streptococcus.gwangjuense,set1,Streptococcus
Streptococcus.gwangjuense,0.216783217,0.012310354,P24,0.010553042,0.004848617,0.001101205,0.000320176,0.01251755,0.000189598,0.001061362,0.005652697,0.036244247,8,0.012310354,P24,Streptococcus.gwangjuense,set2,Streptococcus
Streptococcus.gwangjuense,0.027972028,0.006929909,P23,0.054416717,0.001957514,0.024306742,0.07072173,0.06423226,0.014288942,0.054437654,0.111711496,0.396073055,8,0.006929909,P23,Streptococcus.gwangjuense,set2,Streptococcus
Streptococcus.gwangjuense,0.027972028,0.003273532,P26,0.059129873,0.00498607,0.002363858,0.030660325,0.089719501,0.013720518,0.013606588,0.037517443,0.251704176,8,0.003273532,P26,Streptococcus.gwangjuense,set2,Streptococcus
Streptococcus.lactarius,0.156251964,0.284701007,P05,0.000487642,0.001344384,0.009981341,0.002669352,0.001617079,4.04E-05,0.002487343,0.002051127,0.020678668,8,0.156251964,P05,Streptococcus.lactarius,set1,Streptococcus
Streptococcus.lactarius,0.216783217,0.120348671,P26,0.076609815,0.023256749,0.004584809,0.014265491,0.097340257,0.01392557,0.007426045,0.23688378,0.474292516,8,0.120348671,P26,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.lactarius,0.350649351,0.085509057,P21,0.006868153,0.000242703,0.001376393,0.000539301,0.020082321,0.000255475,0.003033359,0.000695289,0.033092994,8,0.085509057,P21,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.lactarius,0.125069836,0.078733497,P23,0.073633254,0.003096685,0.006998536,0.005711695,0.024370512,0.003027491,0.009323515,0.009835254,0.135996942,8,0.078733497,P23,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.lactarius,0.034965035,0.070106749,P08,0.039201317,0.010737522,0.002773089,0.023807415,0.023690269,0.010624119,0.000507752,0.096688485,0.208029968,8,0.070106749,P08,Streptococcus.lactarius,set1,Streptococcus
Streptococcus.lactarius,0.125069836,0.061964586,P19,0.002404031,0.000295668,0.0001962,0.000765424,0.007176557,0.002245122,0.000690337,0.000126117,0.013899456,8,0.061964586,P19,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.lactarius,0.060939061,0.048575095,P18,0.01196231,0.004648199,0.007221527,0.004962074,0.023175605,0.002385211,0.002901811,0.006577589,0.063834326,8,0.048575095,P18,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.lactarius,0.37962038,0.043277111,P14,0.004153049,0.005120138,0.005866913,0.098546217,0.004946316,0.017225307,0.000133369,0.049215853,0.185207162,8,0.043277111,P14,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.lactarius,0.230769231,0.038775246,P16,0.012485584,0.000543059,0.001101065,7.62E-05,0.006625005,0.008884241,0.000508192,0.000898232,0.031121578,8,0.038775246,P16,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.lactarius,0.125069836,0.034619674,P24,0.015661338,0.00292485,0.000983266,0.001154564,0.040287444,0.00023381,0.000251893,0.002910457,0.064407622,8,0.034619674,P24,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.lactarius,0.137862138,0.025025584,P06,0.039602896,0,0.00111147,0.001516717,0.047083267,0,0.012153112,0.000657666,0.102125128,6,0.025025584,P06,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.lactarius,0.37962038,0.008976396,P13,0.001450755,0.006682965,0.000949183,0.068958812,0.001064198,0.003417412,0.002510006,0.060625093,0.145658424,8,0.008976396,P13,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.lactarius,0.060939061,0.006090397,P20,0.071245034,0.015607728,0.009704896,0.017128836,0.075926482,0.011184322,0.017098639,0.051594017,0.269489954,8,0.006090397,P20,Streptococcus.lactarius,set2,Streptococcus
Streptococcus.mitis,0.000999001,0.12461624,P07,0.008958237,0.001597307,0.275715529,2.594308535,0.017102565,0.006778497,0.147546323,0.310551214,3.362558207,8,0.12461624,P07,Streptococcus.mitis,set1,Streptococcus
Streptococcus.mitis,0.060939061,0.262735412,P19,0.12847125,0.02240504,0.01298751,0.20892722,0.4109776,0.4071097,0.0154512,0.02127418,1.2276037,8,0.060939061,P19,Streptococcus.mitis,set2,Streptococcus
Streptococcus.mitis,0.156251964,0.044235909,P11,0.0224809,0.002578174,0.003072052,0.159551442,0.001058853,0.001641104,0.185946755,0.417733861,0.794063141,8,0.044235909,P11,Streptococcus.mitis,set1,Streptococcus
Streptococcus.mitis,0.125069836,0.042122482,P20,0.6496254,0.2465697,0.2960945,1.3162286,2.0575243,0.4401924,0.4296456,3.3803811,8.8162616,8,0.042122482,P20,Streptococcus.mitis,set2,Streptococcus
Streptococcus.mitis,0.08991009,0.076565112,P09,0.002243771,0.000646736,0.012655235,0.184171886,0.007021275,0.031890303,0.033659218,0.057389613,0.329678037,8,0.034965035,P09,Streptococcus.mitis,set1,Streptococcus
Streptococcus.mitis,0.216783217,0.029802451,P13,0.10913839,0.07169371,0.02613293,0.42158333,0.16544346,0.19776202,0.07825172,0.60570977,1.67571533,8,0.029802451,P13,Streptococcus.mitis,set2,Streptococcus
Streptococcus.mitis,0.125069836,0.121203053,P15,0.03750779,0.03108897,0.61579224,1.1737817,0.48093752,0.07944158,0.1855924,0.34849705,2.95263925,8,0.027972028,P15,Streptococcus.mitis,set2,Streptococcus
Streptococcus.mitis,0.216783217,0.010430559,P24,0.176521719,0.062672191,0.016136943,0.007075169,0.199554437,0.002725995,0.009193936,0.110354061,0.584234451,8,0.010430559,P24,Streptococcus.mitis,set2,Streptococcus
Streptococcus.mitis,0.125069836,0.008655658,P14,0.524697269,0.216673432,0.320352897,0.775284676,0.789578613,0.30602548,0.007860932,0.572232741,3.51270604,8,0.008655658,P14,Streptococcus.mitis,set2,Streptococcus
Streptococcus.mitis,0.060939061,0.008154416,P23,0.62851877,0.06319197,0.59619108,1.93703759,0.81268301,0.34399101,1.47660871,3.20003378,9.05825592,8,0.008154416,P23,Streptococcus.mitis,set2,Streptococcus
Streptococcus.mitis,0.156251964,0.006741024,P05,0.000730413,0.00353517,0.144302324,0.122963231,0.009075099,0.000915358,0.077149594,0.096941607,0.455612796,8,0.006741024,P05,Streptococcus.mitis,set1,Streptococcus
Streptococcus.mitis,0.008991009,0.003562061,P22,0.02051536,0.04140378,0.06069976,0.13622436,0.01897624,0.04514365,0.09159134,0.0893741,0.50392859,8,0.003562061,P22,Streptococcus.mitis,set2,Streptococcus
Streptococcus.mitis,0.216783217,0.001637999,P26,0.5144488,0.0830431,0.03148877,0.56314787,0.85846249,0.16162539,0.16728786,0.60134561,2.98084989,8,0.001637999,P26,Streptococcus.mitis,set2,Streptococcus
Streptococcus.mitis,0.034965035,0.038077481,P08,0.5023271,0.08344849,0.29036778,1.33178226,0.4397986,0.40373329,0.03577639,3.19834898,6.28558289,8,0.000999001,P08,Streptococcus.mitis,set1,Streptococcus
Streptococcus.oralis,0.156251964,0.1278121,P05,0.000699704,0.002416878,0.033744421,0.01671195,0.006433171,0.000132502,0.013988453,0.010947955,0.085075034,8,0.1278121,P05,Streptococcus.oralis,set1,Streptococcus
Streptococcus.oralis,0.350649351,0.047765423,P06,0.269011414,0.014575903,0.043490267,0.040845337,0.486876115,0.002656176,0.102508267,0.008706747,0.968670226,8,0.047765423,P06,Streptococcus.oralis,set2,Streptococcus
Streptococcus.oralis,0.076767858,0.120773027,P07,0.004114928,0.001367264,0.018439539,0.14346003,0.001905048,0.001128831,0.043379372,0.017140751,0.230935763,8,0.034965035,P07,Streptococcus.oralis,set1,Streptococcus
Streptococcus.oralis,0.350649351,0.031700703,P24,0.161873577,0.148324442,0.017989186,0.007726656,0.23719367,0.003326735,0.013131435,0.078051474,0.667617175,8,0.031700703,P24,Streptococcus.oralis,set2,Streptococcus
Streptococcus.oralis,0.125069836,0.040822478,P19,0.061914348,0.010078183,0.005391202,0.028243805,0.147809009,0.062234572,0.007482617,0.003102714,0.32625645,8,0.030969031,P19,Streptococcus.oralis,set2,Streptococcus
Streptococcus.oralis,0.125069836,0.086517552,P22,0.028373,0.03765529,0.05145346,0.25739681,0.03835657,0.03362839,0.08401155,0.07710448,0.60797955,8,0.030969031,P22,Streptococcus.oralis,set2,Streptococcus
Streptococcus.oralis,0.156251964,0.023818029,P08,0.448280483,0.038292601,0.039287402,0.213825834,0.133842625,0.053343465,0.005000996,0.400519931,1.332393337,8,0.023818029,P08,Streptococcus.oralis,set1,Streptococcus
Streptococcus.oralis,0.027972028,0.02135801,P23,0.41600143,0.06257192,0.07218163,0.16853022,0.22970548,0.04328024,0.11421196,0.15652487,1.26300775,8,0.02135801,P23,Streptococcus.oralis,set2,Streptococcus
Streptococcus.oralis,0.060939061,0.010085172,P14,0.080758395,0.063009128,0.100845685,0.649062476,0.164859658,0.138197208,0.003549678,0.582049782,1.78233201,8,0.010085172,P14,Streptococcus.oralis,set2,Streptococcus
Streptococcus.oralis,0.508491508,0.007791216,P13,0.048014661,0.044415794,0.005214098,0.537824631,0.033656266,0.046165171,0.047480758,0.674636796,1.437408175,8,0.007791216,P13,Streptococcus.oralis,set2,Streptococcus
Streptococcus.oralis,0.060939061,0.006865228,P20,0.45655589,0.04652687,0.07063872,0.30286297,0.83479537,0.060707,0.10448833,0.46877657,2.34535172,8,0.006865228,P20,Streptococcus.oralis,set2,Streptococcus
Streptococcus.oralis,0.060939061,0.006379268,P26,0.520513,0.079504,0.0266783,0.1439056,0.6299221,0.1750097,0.1096959,0.451246,2.1364746,8,0.006379268,P26,Streptococcus.oralis,set2,Streptococcus
Streptococcus.parasanguinis,0.137862138,0.155447822,P22,0.002330375,0.001847701,0.001899698,0.008318596,0.003292753,0.001834527,0.00255789,0.002222265,0.024303805,8,0.137862138,P22,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.216783217,0.10577939,P17,0.189457817,0.006405942,0.05347343,0.021738142,0.066235619,0.017766102,0.010002433,0.030121417,0.395200902,8,0.10577939,P17,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.076767858,0.305404425,P07,0.000222525,0.00021181,0.0005412,0.002587566,0.000229205,0.000176097,0.006346007,0.000592502,0.010906912,8,0.076767858,P07,Streptococcus.parasanguinis,set1,Streptococcus
Streptococcus.parasanguinis,0.216783217,0.075487605,P19,0.002183896,0.000310044,0.000181418,0.001131482,0.006952907,0.002279315,0.00075101,0.0001288,0.013918872,8,0.075487605,P19,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.027972028,0.061135824,P23,0.058141402,0.004286341,0.006354707,0.01240454,0.020226497,0.002797946,0.007968936,0.012444951,0.12462532,8,0.060939061,P23,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.350649351,0.060127475,P21,0.03505369,0.000974367,0.008016253,0.00259754,0.063872019,0.001191589,0.0153434,0.00530342,0.132352278,8,0.060127475,P21,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.034965035,0.058961854,P08,0.057978123,0.014395091,0.005022652,0.033672058,0.033275121,0.016792694,0.000752373,0.121866494,0.283754606,8,0.058961854,P08,Streptococcus.parasanguinis,set1,Streptococcus
Streptococcus.parasanguinis,0.125069836,0.04523215,P24,0.023925551,0.006134149,0.001742059,0.001784238,0.06969432,0.000401301,0.000736044,0.005047793,0.109465455,8,0.04523215,P24,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.37962038,0.037614691,P14,0.005082819,0.007987474,0.008032416,0.100305703,0.006709563,0.020366459,0.000257289,0.057656083,0.206397806,8,0.037614691,P14,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.230769231,0.022947442,P16,0.039143535,0.001899515,0.002955533,0.000358659,0.019384839,0.007594484,0.001985136,0.00238093,0.075702631,8,0.022947442,P16,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.125069836,0.022482179,P06,0.099760881,0.001312671,0.007318069,0.007343666,0.101284137,0.000806963,0.026373481,0.00137639,0.245576258,8,0.022482179,P06,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.027972028,0.012975469,P20,0.035143372,0.007139596,0.007615621,0.008421652,0.041197439,0.006981352,0.011408619,0.02691702,0.144824671,8,0.012975469,P20,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.37962038,0.009565064,P13,0.001967587,0.007262888,0.000815021,0.06935399,0.001518072,0.002923553,0.00248339,0.058255366,0.144579867,8,0.009565064,P13,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.parasanguinis,0.060939061,0.051655363,P18,0.023103911,0.007332548,0.013195584,0.006817134,0.046995161,0.003262989,0.004465338,0.021210668,0.126383333,8,0.008991009,P18,Streptococcus.parasanguinis,set2,Streptococcus
Streptococcus.pneumoniae,0.125069836,0.141663861,P15,0.005631937,0.004441235,0.05722348,0.116823977,0.048870383,0.007131742,0.019611676,0.029301063,0.289035493,8,0.125069836,P15,Streptococcus.pneumoniae,set2,Streptococcus
Streptococcus.pneumoniae,0.060939061,0.248194073,P19,0.022862669,0.004169369,0.002249106,0.034515986,0.072724818,0.071867023,0.002690099,0.003583242,0.214662312,8,0.060939061,P19,Streptococcus.pneumoniae,set2,Streptococcus
Streptococcus.pneumoniae,0.216783217,0.045489139,P13,0.02488614,0.015757911,0.006148798,0.076906304,0.0395794,0.046948515,0.019229738,0.113321317,0.342778123,8,0.045489139,P13,Streptococcus.pneumoniae,set2,Streptococcus
Streptococcus.pneumoniae,0.182817183,0.093180571,P09,0.000368042,0.000104376,0.00229738,0.033780885,0.001220372,0.00510284,0.004759652,0.008800734,0.056434281,8,0.034965035,P09,Streptococcus.pneumoniae,set1,Streptococcus
Streptococcus.pneumoniae,0.034965035,0.034381027,P08,0.070833211,0.012165057,0.032771788,0.17728807,0.05086802,0.047306355,0.004471643,0.412974357,0.808678501,8,0.034381027,P08,Streptococcus.pneumoniae,set1,Streptococcus
Streptococcus.pneumoniae,0.156251964,0.031991117,P11,0.008976245,0.000620512,0.000986945,0.027790336,0.000372462,0.000457004,0.030510216,0.05062701,0.12034073,8,0.031991117,P11,Streptococcus.pneumoniae,set1,Streptococcus
Streptococcus.pneumoniae,0.060939061,0.043976357,P20,0.12117681,0.04708543,0.05837679,0.25133285,0.37351233,0.08665001,0.08951105,0.65537394,1.68301921,8,0.027972028,P20,Streptococcus.pneumoniae,set2,Streptococcus
Streptococcus.pneumoniae,0.008991009,0.020243006,P22,0.005042236,0.007957243,0.009725165,0.027298855,0.004472873,0.007483577,0.01521044,0.014502413,0.091692802,8,0.020243006,P22,Streptococcus.pneumoniae,set2,Streptococcus
Streptococcus.pneumoniae,0.156251964,0.040874478,P05,0.000137114,0.001099334,0.036512954,0.026923059,0.001323242,0.000161857,0.020316593,0.012357841,0.098831994,8,0.013986014,P05,Streptococcus.pneumoniae,set1,Streptococcus
Streptococcus.pneumoniae,0.013986014,0.132110109,P07,0.001293738,0.000260503,0.031879245,0.263044244,0.002052361,0.000857939,0.021006356,0.027427033,0.347821419,8,0.013986014,P07,Streptococcus.pneumoniae,set1,Streptococcus
Streptococcus.pneumoniae,0.060939061,0.011696328,P23,0.07970123,0.01004351,0.06360279,0.20664619,0.08446962,0.04015339,0.17042209,0.35760441,1.01264323,8,0.011696328,P23,Streptococcus.pneumoniae,set2,Streptococcus
Streptococcus.pneumoniae,0.125069836,0.011023959,P24,0.03664246,0.015093599,0.003245673,0.001501179,0.045170429,0.000513875,0.001307308,0.023071681,0.126546204,8,0.011023959,P24,Streptococcus.pneumoniae,set2,Streptococcus
Streptococcus.pneumoniae,0.125069836,0.009368274,P14,0.069420193,0.024765546,0.038796561,0.112043427,0.094158747,0.035175908,0.000791176,0.067959407,0.443110965,8,0.009368274,P14,Streptococcus.pneumoniae,set2,Streptococcus
Streptococcus.pneumoniae,0.125069836,0.002869641,P26,0.08038271,0.016650424,0.005062045,0.079086116,0.124358927,0.026900508,0.023735821,0.128043092,0.484219643,8,0.002869641,P26,Streptococcus.pneumoniae,set2,Streptococcus
Streptococcus.pseudopneumoniae,0.654345654,0.092650255,P20,0.0807456,0.09274176,0.13270961,0.32114229,0.51877022,0.18959653,0.15413041,0.74647571,2.23631213,8,0.092650255,P20,Streptococcus.pseudopneumoniae,set2,Streptococcus
Streptococcus.pseudopneumoniae,0.08991009,0.078297584,P09,0.000101201,2.88E-05,0.000947551,0.012273525,0.000331134,0.000968445,0.001477359,0.003105668,0.019233683,8,0.078297584,P09,Streptococcus.pseudopneumoniae,set1,Streptococcus
Streptococcus.pseudopneumoniae,0.125069836,0.076878847,P15,0.002120148,0.002081337,0.023436542,0.072178821,0.021774553,0.002913685,0.009051739,0.021122624,0.154679449,8,0.076878847,P15,Streptococcus.pseudopneumoniae,set2,Streptococcus
Streptococcus.pseudopneumoniae,0.034965035,0.038837528,P08,0.021717134,0.004162875,0.012566195,0.068666752,0.019453014,0.017848041,0.001765092,0.168287737,0.31446684,8,0.038837528,P08,Streptococcus.pseudopneumoniae,set1,Streptococcus
Streptococcus.pseudopneumoniae,0.08991009,0.025081455,P11,0.0069854,0.000183817,0.000285138,0.013341079,0.000469857,0.000171807,0.011363315,0.01704054,0.049840953,8,0.025081455,P11,Streptococcus.pseudopneumoniae,set1,Streptococcus
Streptococcus.pseudopneumoniae,0.216783217,0.022562601,P13,0.008914499,0.004170504,0.001545637,0.027618661,0.009506315,0.011780041,0.004629319,0.039176694,0.10734167,8,0.022562601,P13,Streptococcus.pseudopneumoniae,set2,Streptococcus
Streptococcus.pseudopneumoniae,0.125069836,0.015079183,P24,0.016141987,0.005715256,0.001410597,0.000724979,0.016425612,0.000183065,0.000315573,0.012080688,0.052997757,8,0.015079183,P24,Streptococcus.pseudopneumoniae,set2,Streptococcus
Streptococcus.pseudopneumoniae,0.013986014,0.138675708,P07,0.000473214,7.14E-05,0.015601092,0.131103353,0.000903982,0.000287153,0.006769164,0.012455244,0.167664602,8,0.013986014,P07,Streptococcus.pseudopneumoniae,set1,Streptococcus
Streptococcus.pseudopneumoniae,0.008991009,0.01158079,P22,0.001585887,0.003334408,0.004177581,0.012310484,0.001527339,0.004292121,0.006621028,0.007611676,0.041460524,8,0.01158079,P22,Streptococcus.pseudopneumoniae,set2,Streptococcus
Streptococcus.pseudopneumoniae,0.156251964,0.0105329,P05,5.04E-05,0.000399204,0.014867798,0.012844086,0.000564604,7.47E-05,0.009186192,0.008090279,0.046077263,8,0.0105329,P05,Streptococcus.pseudopneumoniae,set1,Streptococcus
Streptococcus.pseudopneumoniae,0.027972028,0.010446421,P14,0.023408764,0.00753556,0.011799085,0.030870005,0.039976735,0.012004923,0.000240858,0.019770838,0.145606768,8,0.010446421,P14,Streptococcus.pseudopneumoniae,set2,Streptococcus
Streptococcus.pseudopneumoniae,0.060939061,0.008711615,P23,0.030029002,0.004059229,0.02849583,0.091150679,0.027614119,0.016464492,0.0693572,0.154811893,0.421982444,8,0.008711615,P23,Streptococcus.pseudopneumoniae,set2,Streptococcus
Streptococcus.pseudopneumoniae,0.125069836,0.000765172,P26,0.02740645,0.006110458,0.001779755,0.039399607,0.043215232,0.008547824,0.008498124,0.04670268,0.18166013,8,0.000765172,P26,Streptococcus.pseudopneumoniae,set2,Streptococcus
Streptococcus.sp..116.D4,0.125069836,0.261222967,P19,0.002242762,0.000374937,0.000247606,0.003964011,0.006779349,0.006292406,0.000319805,0.000388913,0.020609789,8,0.125069836,P19,Streptococcus.sp..116.D4,set2,Streptococcus
Streptococcus.sp..116.D4,0.301698302,0.123728649,P09,0.00011088,2.35E-05,0.000134236,0.002581767,0.000351022,0.000947761,0.000943201,0.000949223,0.00604159,8,0.123728649,P09,Streptococcus.sp..116.D4,set1,Streptococcus
Streptococcus.sp..116.D4,0.034965035,0.114411808,P07,0.000163023,4.78E-05,0.002547891,0.020633475,0.000199896,0.000115561,0.004290398,0.002633539,0.030631583,8,0.114411808,P07,Streptococcus.sp..116.D4,set1,Streptococcus
Streptococcus.sp..116.D4,0.125069836,0.106551258,P22,0.00179061,0.001517497,0.001848286,0.004152466,0.00121403,0.001040704,0.001692563,0.001791732,0.015047888,8,0.106551258,P22,Streptococcus.sp..116.D4,set2,Streptococcus
Streptococcus.sp..116.D4,0.027972028,0.079451594,P14,0.004820737,0.00322851,0.003738873,0.032161858,0.006433413,0.006366123,8.72E-05,0.011549453,0.068386167,8,0.079451594,P14,Streptococcus.sp..116.D4,set2,Streptococcus
Streptococcus.sp..116.D4,0.277722278,0.075828146,P11,0.001073336,9.51E-05,0.000178587,0.002565746,4.82E-05,5.05E-05,0.003678186,0.003267419,0.010957074,8,0.075828146,P11,Streptococcus.sp..116.D4,set1,Streptococcus
Streptococcus.sp..116.D4,0.137862138,0.070204399,P06,0.011764532,0,0.00141941,0.001972022,0.017063533,0,0.006632613,0.000681214,0.039533324,6,0.070204399,P06,Streptococcus.sp..116.D4,set2,Streptococcus
Streptococcus.sp..116.D4,0.350649351,0.05862282,P23,0.019997643,0.00117106,0.004306146,0.007980607,0.009226407,0.002185824,0.009472441,0.016819389,0.071159517,8,0.05862282,P23,Streptococcus.sp..116.D4,set2,Streptococcus
Streptococcus.sp..116.D4,0.060939061,0.031021671,P20,0.01673152,0.004698268,0.006239226,0.022559869,0.045361903,0.00704421,0.009930033,0.051581073,0.164146102,8,0.031021671,P20,Streptococcus.sp..116.D4,set2,Streptococcus
Streptococcus.sp..116.D4,0.156251964,0.027559293,P05,5.28E-05,0.000251835,0.002193279,0.001759751,0.000308663,1.42E-05,0.001195025,0.001001729,0.006777282,8,0.027559293,P05,Streptococcus.sp..116.D4,set1,Streptococcus
Streptococcus.sp..116.D4,0.060939061,0.02750331,P26,0.020856903,0.003481831,0.001186503,0.007009469,0.036466659,0.004907141,0.003509216,0.034189755,0.111607477,8,0.02750331,P26,Streptococcus.sp..116.D4,set2,Streptococcus
Streptococcus.sp..116.D4,0.034965035,0.024087471,P08,0.011006921,0.001928564,0.002298936,0.016753367,0.006691652,0.004118693,0.000388759,0.036378099,0.079564991,8,0.024087471,P08,Streptococcus.sp..116.D4,set1,Streptococcus
Streptococcus.sp..116.D4,0.060939061,0.013808993,P13,0.002406191,0.002270854,0.000538035,0.017336671,0.002701326,0.004011085,0.001490471,0.016761489,0.047516122,8,0.013808993,P13,Streptococcus.sp..116.D4,set2,Streptococcus
Streptococcus.sp..116.D4,0.216783217,0.01065001,P24,0.00262913,0.000996552,0.000283442,0.000165599,0.002941531,3.62E-05,0.000165986,0.001642612,0.008861052,8,0.01065001,P24,Streptococcus.sp..116.D4,set2,Streptococcus
Streptococcus.sp..1643,0.156251964,0.09623886,P05,5.92E-05,6.61E-05,0.005212243,0.005038655,0.000266428,2.52E-05,0.00389417,0.000512103,0.015074099,8,0.09623886,P05,Streptococcus.sp..1643,set1,Streptococcus
Streptococcus.sp..1643,0.008991009,0.078692279,P22,0.002820144,0.003427577,0.003567458,0.00982871,0.002102388,0.002732108,0.004265914,0.00432065,0.033064949,8,0.078692279,P22,Streptococcus.sp..1643,set2,Streptococcus
Streptococcus.sp..1643,0.216783217,0.076151804,P19,0.002971488,0.000386608,0.000194362,0.001665954,0.007245865,0.004770722,0.000415081,0.000136849,0.017786929,8,0.076151804,P19,Streptococcus.sp..1643,set2,Streptococcus
Streptococcus.sp..1643,0.076767858,0.065123798,P08,0.036150503,0.00509152,0.013354821,0.044583793,0.017664443,0.018305066,0.001697986,0.142179012,0.279027144,8,0.065123798,P08,Streptococcus.sp..1643,set1,Streptococcus
Streptococcus.sp..1643,0.137862138,0.064222765,P23,0.039771073,0,0.003835123,0,0.012952756,0.002542136,0,0,0.059101088,4,0.060939061,P23,Streptococcus.sp..1643,set2,Streptococcus
Streptococcus.sp..1643,0.350649351,0.047477512,P14,0.002911276,0.003916343,0.006254819,0.062627662,0.004595203,0.008446706,0.000109178,0.027384353,0.11624554,8,0.047477512,P14,Streptococcus.sp..1643,set2,Streptococcus
Streptococcus.sp..1643,0.125069836,0.038850672,P26,0.02610879,0.005535291,0.001531365,0.007483526,0.040033413,0.007830531,0.004537938,0.045290542,0.138351396,8,0.038850672,P26,Streptococcus.sp..1643,set2,Streptococcus
Streptococcus.sp..1643,0.076767858,0.065744118,P11,0,0.000236497,0.000412315,0.00369095,0.000121106,0.000114342,0.005225215,0.002411922,0.012212347,7,0.034965035,P11,Streptococcus.sp..1643,set1,Streptococcus
Streptococcus.sp..1643,0.034965035,0.132132338,P07,0.000368573,0.000138947,0.000974326,0.008547648,0.000294473,0.000114014,0.00705413,0.001100656,0.018592767,8,0.034965035,P07,Streptococcus.sp..1643,set1,Streptococcus
Streptococcus.sp..1643,0.230769231,0.028841846,P24,0.004019155,0.002534357,0.000304487,5.45E-05,0.007159673,8.25E-05,0.000681902,0.002482928,0.017319502,8,0.028841846,P24,Streptococcus.sp..1643,set2,Streptococcus
Streptococcus.sp..1643,0.060939061,0.010479504,P20,0.020662897,0.002912288,0.004892791,0.016819086,0.038731201,0.003297548,0.007287777,0.033760002,0.12836359,8,0.010479504,P20,Streptococcus.sp..1643,set2,Streptococcus
Streptococcus.sp..1643,0.508491508,0.008495145,P13,0.002839462,0.004001183,0.00111349,0.043469739,0.002511235,0.004923879,0.002398975,0.044504637,0.1057626,8,0.008495145,P13,Streptococcus.sp..1643,set2,Streptococcus
Streptococcus.sp..1643,0.216783217,0.008176687,P06,0.013575254,0,0,0,0.016175903,0,0.001269831,0.000363099,0.031384087,4,0.008176687,P06,Streptococcus.sp..1643,set2,Streptococcus
Streptococcus.sp..NPS.308,0.156251964,0.247786428,P05,3.19E-05,5.17E-05,0.001100166,0.000523182,0.000245238,5.39E-06,0.000225942,0.00025088,0.002434398,8,0.156251964,P05,Streptococcus.sp..NPS.308,set1,Streptococcus
