,P03_210705_17,P03_210705_21,P03_210706_09,P03_210706_13,P03_210706_17,P03_210706_21,P03_210707_09,P03_210707_13,P05_210705_17,P05_210705_21,P05_210706_09,P05_210706_13,P05_210706_17,P05_210706_21,P05_210707_09,P05_210707_13,P07_210705_17,P07_210705_21,P07_210706_09,P07_210706_13,P07_210706_17,P07_210706_21,P07_210707_09,P07_210707_13,P08_210705_17,P08_210705_21,P08_210706_09,P08_210706_13,P08_210706_17,P08_210706_21,P08_210707_09,P08_210707_13,P09_210705_17,P09_210705_21,P09_210706_09,P09_210706_13,P09_210706_17,P09_210706_21,P09_210707_09,P09_210707_13,P11_210705_17,P11_210705_21,P11_210706_09,P11_210706_13,P11_210706_17,P11_210706_21,P11_210707_09,P11_210707_13,P06_day1_09,P06_day1_13,P06_day1_17,P06_day1_21,P06_day2_09,P06_day2_13,P06_day2_17,P06_day2_21,P13_day1_09,P13_day1_13,P13_day1_17,P13_day1_21,P13_day2_09,P13_day2_13,P13_day2_17,P13_day2_21,P14_day1_09,P14_day1_13,P14_day1_17,P14_day1_21,P14_day2_09,P14_day2_13,P14_day2_17,P14_day2_21,P15_day1_09,P15_day1_13,P15_day1_17,P15_day1_21,P15_day2_09,P15_day2_13,P15_day2_17,P15_day2_21,P16_day1_09,P16_day1_13,P16_day1_17,P16_day1_21,P16_day2_09,P16_day2_13,P16_day2_17,P16_day2_21,P17_day1_09,P17_day1_13,P17_day1_17,P17_day1_21,P17_day2_09,P17_day2_13,P17_day2_17,P17_day2_21,P18_day1_09,P18_day1_13,P18_day1_17,P18_day1_21,P18_day2_09,P18_day2_13,P18_day2_17,P18_day2_21,P19_day1_09,P19_day1_13,P19_day1_17,P19_day1_21,P19_day2_09,P19_day2_13,P19_day2_17,P19_day2_21,P20_day1_09,P20_day1_13,P20_day1_17,P20_day1_21,P20_day2_09,P20_day2_13,P20_day2_17,P20_day2_21,P21_day1_09,P21_day1_13,P21_day1_17,P21_day1_21,P21_day2_09,P21_day2_13,P21_day2_17,P21_day2_21,P22_day1_09,P22_day1_13,P22_day1_17,P22_day1_21,P22_day2_09,P22_day2_13,P22_day2_17,P22_day2_21,P23_day1_09,P23_day1_13,P23_day1_17,P23_day1_21,P23_day2_09,P23_day2_13,P23_day2_17,P23_day2_21,P24_day1_09,P24_day1_13,P24_day1_17,P24_day1_21,P24_day2_09,P24_day2_13,P24_day2_17,P24_day2_21,P25_day1_09,P25_day1_13,P25_day1_17,P25_day1_21,P25_day2_09,P25_day2_13,P25_day2_17,P25_day2_21,P26_day1_09,P26_day1_13,P26_day1_17,P26_day1_21,P26_day2_09,P26_day2_13,P26_day2_17,P26_day2_21,P27_day1_09,P27_day1_13,P27_day1_17,P27_day1_21,P27_day2_09,P27_day2_13,P27_day2_17,P27_day2_21
Streptococcus.cristatus,0.059400455,0.010429165,0.003666427,0.00228906,0.001301644,0.001758446,0.001573739,0.00064235,0.006643965,0.00249461,0.000246491,0.0016049,0.000401736,0.002113472,0.001721438,1.71E-05,0.000759234,0.016665349,0.000359061,0.00017724,0.003664261,0.001583698,0.000108541,0.000106261,0.002867387,0.046016641,0.024655889,0.008490381,0.0004253,0.026369328,0.006872898,0.003533483,0.001969687,0.061419383,0.000809484,0.000530659,0.019989346,0.014448755,0.001320505,0.026999092,0.002465291,0.012446921,0.008334125,0.000976502,0.014807854,0.002722848,0.000300054,0.000353411,0.014096201,0.000333531,0.001554134,0.001943022,0.015233147,0.000319373,0.005066309,0.000347305,0.001203629,0.001888905,0.000281422,0.013802023,0.00073226,0.001743558,0.000421082,0.016367403,0.006430673,0.018119222,0.038139178,0.091833276,0.01451154,0.012077925,0.001160815,0.030119753,0.007565151,0.027646942,0.06146261,0.055095473,0.095083627,0.004491214,0.006164977,0.00896398,0.003239633,0.001398891,0.005019379,7.87E-05,0.006168193,0.008276414,0.000792604,0.001807091,0.067652526,0.015937536,0.033449995,0.038405805,0.03595439,0.020758042,0.00450792,0.056256364,0.003175485,0.011680261,0.010016004,0.003905706,0.011318573,0.004571641,0.001801566,0.010631339,0.004709897,0.003317109,0.001409243,0.001089676,0.014339137,0.009039102,0.000856809,0.00034623,0.130634903,0.015835368,0.015762668,0.105210095,0.150285335,0.008902774,0.013170844,0.050369431,0.04294544,0.009349282,0.021270564,0.004236211,0.037694421,0.002629538,0.023875469,0.011699242,0.002417098,0.004983296,0.003410497,0.012124624,0.002806009,0.002338194,0.002867544,0.006215399,0.053787495,0.008749325,0.014292507,0.01403397,0.021517438,0.024245065,0.012162375,0.016600947,0.034580492,0.003434531,0.001833137,0.008008573,0.046447053,0.002728186,0.000465102,0.002413717,0.016885881,0.00133871,0.044235598,0.014243648,0.039976245,0.017178002,0.061499836,0.013829032,0.122262536,0.019577649,0.00635999,0.027159237,0.097077142,0.06068249,0.038218072,0.043699242,0.033560358,0.001189932,0.052426253,0.004226761,0.026287093,0.021475353,0.00935516,0.00644796
Streptococcus.gordonii,0.017438218,0.002300267,0.000966187,0.000266196,0.000111218,0.001572436,0.0002489,9.41E-05,0.00081799,0.000270004,3.77E-05,0.000150762,0.000137954,0.000411219,0.000152162,3.95E-06,0.000234869,0.003322551,0.000186152,6.04E-05,0.001717087,0.000420261,7.76E-05,5.57E-05,0.002330739,0.013061012,0.013445371,0.005690188,0.0004841,0.030229648,0.007348896,0.003283667,0.000102521,0.002758411,0.000169761,3.73E-05,0.001989622,0.000960132,0.00043836,0.00219533,0.00077063,0.004726974,0.003848685,0.000317363,0.006576998,0.002909404,0.000165338,0.00015371,0.036618767,0.000442732,0.002486662,0.003312011,0.034468926,0.000290674,0.011468484,0.00080629,0.006289806,0.007293496,0.000756949,0.087305395,0.00195579,0.006864222,0.001605871,0.072184751,0.006898679,0.005368869,0.006946041,0.050105304,0.016682921,0.015043329,0.000238439,0.03066683,0.00519655,0.003844321,0.029601396,0.040485456,0.026032971,0.001999926,0.007745197,0.002039199,0.013797982,0.001337652,0.004521192,0.000302351,0.005961607,0.004418111,0.000990857,0.006867055,0.050062496,0.00869496,0.025223309,0.017853073,0.020863373,0.017537481,0.00343421,0.032802257,0.007520139,0.005812753,0.006230792,0.001714736,0.008587919,0.000891477,0.001756968,0.009816057,0.005727245,0.000751947,0.00038454,0.000650882,0.009654164,0.003207391,0.000528733,0.000147318,0.016564296,0.002620844,0.002568953,0.010353611,0.020996573,0.002224367,0.003269928,0.013554445,0.013759169,0.001168739,0.00437576,0.001358312,0.016147118,0.00079618,0.009935384,0.003998238,0.002952124,0.002751775,0.001885092,0.005904469,0.001860783,0.001240658,0.001957629,0.002093584,0.046670778,0.004383668,0.005691366,0.017678246,0.035376034,0.007078233,0.011633977,0.024688723,0.049989011,0.003666562,0.001580662,0.001763624,0.046000098,0.000247465,0.000870587,0.002595902,0.019969077,0.00062081,0.062419367,0.033054862,0.084136435,0.016863908,0.048038957,0.005766122,0.040224567,0.005243549,0.001474535,0.005834966,0.051508446,0.009381395,0.004274189,0.046578952,0.028642651,0.000172471,0.02671965,0.001480894,0.012862338,0.016095897,0.008537741,0.020734875
Streptococcus.mitis,0.650729113,0.305028939,0.041822866,0.00581267,0.005189477,0.05277773,0.011312098,0.010598427,0.144302324,0.122963231,0.000730413,0.00353517,0.077149594,0.096941607,0.009075099,0.000915358,0.275715529,2.594308535,0.008958237,0.001597307,0.147546323,0.310551214,0.017102565,0.006778497,0.290367785,1.331782265,0.502327102,0.083448493,0.035776386,3.198348976,0.439798598,0.40373329,0.012655235,0.184171886,0.002243771,0.000646736,0.033659218,0.057389613,0.007021275,0.031890303,0.003072052,0.159551442,0.0224809,0.002578174,0.185946755,0.417733861,0.001058853,0.001641104,0.348930389,0.014461698,0.062136431,0.094717622,1.287434797,0.01609931,0.470260908,0.07304891,0.109138388,0.071693711,0.026132928,0.421583325,0.165443461,0.197762022,0.078251716,0.605709773,0.524697269,0.216673432,0.320352897,0.775284676,0.789578613,0.30602548,0.007860932,0.572232741,0.037507793,0.031088973,0.615792243,1.173781698,0.480937525,0.07944158,0.185592401,0.34849705,0.091777646,0.016437495,0.059615875,0.004439719,0.091264142,0.560914799,0.011465655,0.098624017,0.621786927,1.423708864,2.830055453,0.881462762,2.894793518,3.878877695,0.95354163,6.345117952,1.109540938,2.043183575,1.757372664,0.088711326,0.344170359,0.008652401,0.386352581,1.173375747,0.12847125,0.02240504,0.012987515,0.208927224,0.410977596,0.407109697,0.015451198,0.021274177,0.649625444,0.24656967,0.296094484,1.316228637,2.057524331,0.440192399,0.429645589,3.380381082,0.341392952,0.027489211,0.174653837,0.052410256,0.481734838,0.03095961,0.389966727,0.164715083,0.020515356,0.041403779,0.060699761,0.136224361,0.018976242,0.04514365,0.091591339,0.089374101,0.628518773,0.063191968,0.596191083,1.93703759,0.812683015,0.343991007,1.476608707,3.200033782,0.176521719,0.062672191,0.016136943,0.007075169,0.199554437,0.002725995,0.009193936,0.110354061,0.053454145,0.001209842,0.046758973,0.14054317,0.082544978,0.014437034,0.038356406,0.020283903,0.514448802,0.083043103,0.031488772,0.563147874,0.858462489,0.161625394,0.167287859,0.601345608,3.159629822,0.110695121,4.183127724,1.076514807,7.604351118,2.238822292,1.53170064,1.5395953
Streptococcus.oralis,0.565054293,0.057432622,0.026559928,0.009047261,0.00287808,0.024313589,0.007545374,0.002784154,0.033744421,0.01671195,0.000699704,0.002416878,0.013988453,0.010947955,0.006433171,0.000132502,0.018439539,0.14346003,0.004114928,0.001367264,0.043379372,0.017140751,0.001905048,0.001128831,0.039287402,0.213825834,0.448280483,0.038292601,0.005000996,0.400519931,0.133842625,0.053343465,0.002578877,0.115039077,0.00403234,0.000999056,0.056080498,0.04440717,0.008217865,0.068023212,0.004509042,0.037224835,0.055888589,0.002090244,0.055156035,0.025404987,0.001411645,0.001591439,0.269011414,0.014575903,0.043490267,0.040845337,0.486876115,0.002656176,0.102508267,0.008706747,0.048014661,0.044415794,0.005214098,0.537824631,0.033656266,0.046165171,0.047480758,0.674636796,0.080758395,0.063009128,0.100845685,0.649062476,0.164859658,0.138197208,0.003549678,0.582049782,0.023389351,0.026507958,0.140486865,0.229186743,0.200432204,0.023006697,0.061387949,0.038670639,0.107203316,0.026948854,0.121882327,0.005589083,0.11163702,0.157458985,0.021844029,0.156453427,0.348181084,0.114390186,0.402331218,0.263902762,0.331864024,0.341217133,0.084472453,0.541667121,0.193579739,0.250592743,0.208568562,0.030859443,0.280973511,0.00834598,0.064947049,0.85385272,0.061914348,0.010078183,0.005391202,0.028243805,0.147809009,0.062234572,0.007482617,0.003102714,0.456555891,0.046526874,0.07063872,0.302862966,0.834795369,0.060707001,0.104488334,0.468776571,0.087718745,0.012288285,0.174428176,0.026328434,0.184221512,0.00561374,0.22663077,0.078186498,0.028372998,0.037655292,0.051453463,0.257396805,0.038356573,0.033628389,0.08401155,0.077104476,0.416001426,0.062571921,0.072181634,0.168530224,0.229705481,0.043280239,0.114211958,0.156524874,0.161873577,0.148324442,0.017989186,0.007726656,0.23719367,0.003326735,0.013131435,0.078051474,0.09210218,0.006288254,0.145228187,0.0648646,0.27250986,0.051912728,0.242884275,0.040019907,0.520513015,0.079503999,0.026678304,0.143905617,0.629922143,0.175009654,0.109695851,0.451245972,0.438055892,0.005355951,0.438841519,0.055160612,0.435993621,0.21583915,0.12456332,0.094371928
Streptococcus.salivarius,2.124329174,0.059901236,0.030620423,0.013393905,0.007500724,0.212702646,0.019699199,0.007941561,0.455264941,0.064741771,0.023988922,0.295940322,0.042578055,0.066920636,0.073248712,0.003007877,0.012946187,0.068253631,0.011224889,0.011286476,0.166604843,0.033825641,0.010480371,0.008510963,0.058320954,0.538422272,0.602137537,0.193870501,0.023913075,2.437524618,0.622357227,0.377026231,0.028316018,0.516515667,0.045668187,0.001780726,0.206554726,0.22859846,0.180290143,0.23314801,0.08302325,1.088122101,0.868989348,0.0703356,0.881994192,0.371085983,0.039743119,0.033491432,1.016019243,0.03722079,0.156039282,0.137392358,1.243268053,0.009033862,0.252440024,0.028068563,0.05384915,0.410093191,0.024402819,4.295878995,0.047052693,0.0439223,0.076841688,1.567330575,0.090542256,0.1645337,0.225213408,1.234736422,0.191629986,0.329370191,0.011992056,2.118992957,0.390376225,0.411408238,0.417286075,1.918154445,0.877536526,0.197842395,0.706438874,0.135295332,1.923456399,0.01743937,0.019756678,0.002083289,0.075574829,0.085790926,0.008384068,0.030744868,2.114348201,0.233720129,1.080333804,0.733907545,1.06171982,0.616488967,0.139144579,0.689043323,0.240131619,0.260413322,0.353696946,0.37877254,1.0807599,0.113451222,0.054256583,0.267364475,0.092355674,0.010225364,0.009280772,0.020709711,0.469507715,0.190090548,0.041737023,0.019441974,1.318026396,0.480433082,0.142188456,0.239562417,0.83227768,0.245644624,0.186770919,0.618847843,0.277673949,0.009889923,0.053319122,0.025543818,1.04829553,0.024847788,0.60175051,0.061552485,0.032986121,0.020002732,0.020262984,0.102891894,0.069774773,0.042337765,0.031236689,0.03082462,0.912456228,0.329543509,0.099233723,0.166865763,0.883939497,0.138514356,0.21916282,0.507742972,0.684804875,0.062997577,0.019600473,0.121947333,1.850551967,0.016804179,0.005557879,0.047644913,1.507351362,0.073072018,2.204082913,4.228842399,3.382056491,2.859785004,5.959224929,0.288200597,0.852677911,0.315707995,0.103705099,0.174087963,0.864957699,0.285277391,0.196292758,2.268785478,0.517080329,0.008563565,0.664275952,0.037759702,0.378526893,0.292378357,0.105251591,0.070809698
Veillonella.nakazawae,0.072907854,0.00167058,0.006256086,0.001414809,0.00042637,0.004938684,0.003597077,0.000233443,0.01025037,0.000161041,0.001975794,0.003377124,0.000304443,0.002136642,0.006243041,9.29E-06,0.000297501,0.003872145,0.001942845,0.000811442,0.019057198,0.000826193,0.001286587,0.000267741,0.001901065,0.010911735,0.058388473,0.009547316,0.000286809,0.048485991,0.056356797,0.007533824,0.000281479,0.005234043,0.001343247,4.95E-05,0.002101231,0.001934037,0.004985654,0.002533241,0.004358855,0.020380065,0.03877167,0.001135986,0.049259931,0.004906879,0.001554973,0.000694758,0.247085692,0.000872927,0.009842069,0.012177296,0.150048916,0.000432502,0.027104872,0.001912788,0.000243748,0.004751405,0.000705945,0.083982967,0.000143172,0.000603156,0.000337262,0.032393285,0.003016222,0.00531407,0.003437976,0.091516275,0.002282865,0.015160269,6.46E-05,0.123387649,0.027969201,0.006196861,0.034466147,0.171773799,0.084848982,0.000590495,0.010385394,0.000989139,0.073234509,0.000741503,0.004342281,0.000103135,0.017433138,0.029099159,0.001286972,0.001655521,0.113096679,0.001775438,0.038494646,0.013564584,0.051502695,0.005423935,0.004028495,0.010745455,0.015588154,0.001923784,0.002057179,0.003236576,0.051353515,0.002212037,0.004651064,0.00656333,0.002364896,0.00010162,0.000153065,0.000337677,0.008578438,0.001122174,0.001397268,6.84E-05,0.066774787,0.007424012,0.005023178,0.002558137,0.105667635,0.003562245,0.009580072,0.023420075,0.118294182,0.001212467,0.004529691,0.005553314,0.167844481,0.003715775,0.016405436,0.005388809,0.00542064,0.003124182,0.002995115,0.006827618,0.00544106,0.001427839,0.001003125,0.001793578,0.170815242,0.005962663,0.009741093,0.00459914,0.041836143,0.004065586,0.006806502,0.004828527,0.015939154,0.001492033,0.000473354,0.001696643,0.046921946,0.000136471,0.000105132,0.000736654,0.034225696,0.000525258,0.026055119,0.027674284,0.076009018,0.036640475,0.084386393,0.002464123,0.04430143,0.001672629,0.001400933,0.002651034,0.095279137,0.00520176,0.001749352,0.023861167,0.16846188,7.55E-05,0.039838796,0.000379699,0.057279256,0.025840385,0.009829085,0.00384745
Veillonella.atypica,0.162497175,0.004358135,0.018914844,0.001539038,0.000388538,0.013091744,0.008215483,0.000161998,0.068003171,0.001004783,0.009264891,0.019695518,0.002031245,0.001947066,0.019959433,4.39E-05,0.001026832,0.005445982,0.008276115,0.003115849,0.057658219,0.002940795,0.006555443,0.001241221,0.008961112,0.034443597,0.106368193,0.009767538,0.000820593,0.094030942,0.180013605,0.013081498,0.001593602,0.029154404,0.008238721,6.09E-05,0.01110813,0.011859903,0.038708384,0.006863154,0.01311056,0.169502331,0.266099476,0.006217169,0.252818231,0.039881195,0.012010012,0.003915599,1.413990439,0.010458053,0.079655006,0.123728129,0.882171463,0.002236777,0.104709104,0.015115328,0.000439138,0.010969387,0.000909614,0.413430922,0.000271527,0.001831281,0.000641554,0.141568894,0.009585878,0.009400503,0.007209479,0.24547789,0.004595843,0.022568711,0.000161622,0.182742701,0.069470903,0.008660424,0.05958573,0.057678668,0.107872861,0.000508602,0.011049678,0.000716205,0.952036907,0.005232707,0.00862701,0.000386881,0.098707807,0.046333904,0.005031549,0.00466622,0.925887273,0.004771321,0.122779315,0.022310129,0.301401595,0.028557633,0.017378575,0.024958933,0.090070725,0.00512564,0.004555423,0.005254106,0.285070177,0.003671525,0.015811963,0.033708254,0.00604326,0.000502965,0.000853825,0.002583053,0.068649055,0.010138653,0.01024187,0.000602404,0.086285614,0.003503291,0.007211861,0.00131664,0.115793806,0.003476285,0.008722145,0.022930676,0.533907179,0.003426919,0.013109352,0.012810199,0.74236644,0.009525209,0.074580995,0.021266546,0.024169792,0.007562273,0.010254471,0.022739135,0.024848236,0.004055408,0.00559953,0.004784968,0.483262905,0.009971423,0.020452115,0.012860098,0.114475774,0.00488213,0.02985834,0.017003334,0.2012586,0.02543798,0.0075386,0.014253351,0.66901408,0.001377886,0.000559547,0.013748284,0.374743607,0.006409095,0.237192271,0.288006517,0.650068067,0.346001008,1.099842908,0.029998339,0.31045738,0.021821039,0.006549332,0.014430794,0.359579636,0.031355121,0.010625528,0.370861216,0.129972807,7.48E-05,0.046210198,0.000317909,0.068152576,0.028333974,0.006349302,0.002731005
Veillonella.parvula,0.108336896,0.004596394,0.014428662,0.00307694,0.001128708,0.007146769,0.005839742,0.0006707,0.006179978,0.000232748,0.000935951,0.001237524,0.000209641,0.001332057,0.006292797,1.45E-06,0.000746048,0.011617749,0.004740906,0.002136196,0.039200713,0.001806755,0.002704171,0.000530532,0.002024273,0.007660255,0.051775477,0.008523878,0.000380504,0.023187716,0.048809487,0.005792392,0.000191676,0.003791269,0.002627253,7.94E-05,0.00436895,0.001485948,0.004298768,0.004113712,0.003019606,0.017515182,0.038704498,0.001251303,0.042259032,0.003916947,0.00177693,0.001212085,0.136253183,0.000395327,0.006414506,0.008119657,0.110976433,0.000259516,0.021287156,0.000849861,0.002323519,0.006751995,0.000532906,0.161584508,0.000807499,0.002614389,0.000802241,0.089781676,0.007747895,0.013148178,0.01105107,0.257500953,0.018662729,0.033944323,0.000267856,0.299826779,0.01052886,0.005318714,0.01932191,0.285294035,0.06799246,0.000426169,0.004416144,0.000680535,0.052574992,0.001509458,0.014215672,0.000168522,0.024253183,0.043076574,0.002065273,0.00371849,0.37499823,0.012386654,0.087156232,0.038356074,0.110015912,0.022918333,0.00899753,0.033886597,0.019373969,0.003804831,0.004055117,0.003862864,0.050706816,0.003208586,0.005623917,0.020105179,0.014071154,0.001104757,0.000878247,0.000772307,0.023313619,0.002828446,0.001585099,0.000168387,0.227034299,0.017692184,0.012352492,0.007236924,0.293730147,0.007948499,0.023178528,0.060388131,0.121872196,0.003032109,0.018882424,0.006898324,0.128091556,0.002553138,0.061096751,0.010856227,0.006887106,0.005279258,0.005401334,0.011839,0.008109312,0.002574646,0.001838876,0.004030981,0.192519729,0.034582725,0.012330357,0.01264109,0.058471874,0.004494987,0.012042285,0.006029914,0.108606565,0.002671369,0.000973742,0.001295209,0.219429977,0.000317429,0.000207527,0.009980131,0.037883527,0.000634334,0.017673501,0.029402722,0.123545706,0.022765974,0.058833341,0.008774683,0.139538123,0.002268353,0.002780243,0.006175659,0.267180193,0.018817001,0.006268898,0.022022413,0.423880361,0.00022106,0.093151181,0.001125773,0.149181217,0.067035826,0.024764526,0.009690649
Myoviridae.sp.,0.03723384,0.005031977,0.004652733,0.000791828,0.000224014,0.002141949,0.003039442,0.000202692,0.00229204,0.000249493,0.000308392,0.000567227,0.000215209,0.000381405,0.001151337,2.23E-05,0.002224018,0.019614489,0.003500515,0.000473719,0.009866792,0.002113272,0.000882857,0.000311591,0.001887276,0.010801514,0.018661581,0.006921733,0.000205952,0.026982174,0.012532423,0.003955914,0.00027288,0.004152807,0.000694843,3.45E-05,0.00157802,0.002288718,0.002888561,0.002350568,0.001022393,0.010541049,0.020209304,0.000547034,0.02720419,0.003490278,0.000607869,0.000343161,0.090955179,0.008844781,0.071336301,0.035144656,0.088344501,0.004919162,0.031446454,0.001131175,0.001108512,0.002955951,0.000381073,0.058479248,0.002400811,0.003132905,0.001588988,0.033265517,0.00445541,0.003118556,0.00515636,0.084169277,0.005534489,0.005888225,0.00022518,0.039824335,0.006012604,0.003434007,0.00975472,0.027766198,0.025457256,0.00257372,0.003068932,0.001874476,0.062715581,0.001055342,0.003083139,0.000131312,0.010469381,0.029244599,0.0011861,0.00280292,0.099289656,0.012447399,0.06239859,0.043418259,0.077676829,0.037559965,0.006101562,0.033070972,0.011647833,0.005542315,0.00273852,0.00095723,0.010812996,0.00035312,0.001393983,0.006043297,0.001464139,0.000314055,0.000156037,0.000707984,0.005485799,0.002676253,0.000525749,0.00010122,0.027827479,0.005265481,0.003124209,0.006809457,0.050785238,0.002710972,0.004742582,0.024297547,0.133095225,0.003353272,0.036079109,0.009925162,0.181655076,0.006521171,0.047665013,0.040997494,0.003172722,0.002387332,0.002547601,0.00718362,0.004091039,0.001618149,0.002053527,0.001756101,0.065077298,0.025487323,0.016093011,0.0784921,0.057989132,0.008538878,0.055268652,0.051935443,0.012623661,0.003529398,0.004717064,0.000502392,0.032493662,0.000372979,0.000353169,0.005288172,0.020756219,0.000954305,0.009634255,0.006545674,0.020896277,0.007172567,0.012487066,0.00094833,0.086664041,0.009103765,0.002585496,0.009287868,0.118414328,0.018844496,0.007942049,0.070661975,0.257393253,0.000314721,0.051682337,0.004364124,0.042084956,0.018929295,0.008541874,0.006661241
Siphoviridae.sp.,0.19960579,0.034663612,0.013145556,0.003389972,0.001660512,0.010974291,0.006962898,0.001212553,0.025914353,0.006730705,0.001427217,0.003730931,0.003809954,0.005561196,0.00503551,0.000124894,0.006179241,0.057994092,0.006002934,0.001577739,0.038276384,0.0084587,0.00297931,0.000981659,0.019895345,0.091592407,0.085064566,0.028870723,0.002194672,0.205596554,0.063644642,0.0251681,0.003537582,0.045390966,0.003517778,0.000298794,0.011751338,0.018349284,0.013780396,0.01704053,0.006798233,0.058430156,0.085994324,0.00538369,0.12314398,0.038946262,0.003042801,0.002722745,0.359005587,0.013591395,0.066176312,0.046650014,0.388811741,0.009168667,0.090882811,0.007297361,0.009021706,0.016980929,0.002968545,0.235080573,0.014324975,0.02085086,0.008592454,0.163894782,0.027387661,0.021904615,0.032211843,0.282490186,0.043051524,0.040274622,0.001204906,0.168208633,0.023315407,0.020900988,0.054479867,0.141209777,0.085240558,0.011474255,0.034414059,0.018971205,0.310614143,0.004250325,0.013177369,0.000865708,0.037995928,0.099679155,0.00486368,0.011988823,0.453490905,0.079596552,0.24493774,0.162766655,0.396921862,0.181358688,0.036779723,0.268061047,0.082239393,0.086564275,0.068726315,0.020194968,0.092218752,0.007939624,0.034822484,0.10507954,0.012645988,0.002956052,0.001566746,0.007138637,0.040487968,0.018504192,0.003188155,0.001169254,0.266061257,0.082767733,0.050713163,0.087314814,0.293029494,0.043171073,0.063269658,0.216664236,0.455524202,0.0123113,0.130604812,0.047053258,1.157491754,0.028943692,0.240110233,0.240345423,0.016965652,0.044132728,0.01659387,0.055734049,0.021758233,0.014054192,0.033075566,0.015644838,0.568207644,0.218953038,0.3191678,0.344016102,0.804069526,0.335071836,0.475807073,0.755923682,0.066173293,0.01825773,0.016245359,0.003609134,0.139634467,0.002190983,0.003024165,0.020527765,0.08417038,0.003766641,0.090635728,0.079367517,0.13814651,0.066392173,0.128002929,0.008142514,0.231752938,0.035732207,0.010877158,0.037136336,0.311311494,0.065289515,0.029278503,0.291368091,1.531212637,0.002287071,0.316498271,0.036179577,0.243314541,0.126168632,0.049924479,0.030078944
Prevotella.melaninogenica,0.309570535,0.007435276,0.046141738,0.002744276,9.52E-05,0.006371498,0.034896506,0.000399961,0.005829183,0.000136364,0.004835205,0.001126074,0.000335067,0.000777023,0.014815659,1.71E-06,0.001181057,0.027691431,0.029062276,0.000320579,0.135752852,0.003564317,0.010340372,0.000726524,0.00265255,0.030420587,0.536530014,0.032444906,0.000666502,0.084783907,0.214824516,0.009329152,0.000459699,0.006897342,0.005386507,1.71E-05,0.002421698,0.003488439,0.02685541,0.003765133,0.026027711,0.178908454,0.594938607,0.005026897,0.496467708,0.018301855,0.028172555,0.006307838,0.739835787,0.001271979,0.012627409,0.014370851,0.872379928,0.000681518,0.084971569,0.001142596,0.001235097,0.018898814,0.000737822,2.835061467,0.003483377,0.009274003,0.001127586,1.239803727,0.031698979,0.031658464,0.024463403,4.257570776,0.01997299,0.179961629,0.000198091,1.70455612,0.128340479,0.011415922,0.339156922,0.224089334,0.912144598,0.001364713,0.005004171,0.002523348,0.696795977,0.001573015,0.001367478,3.11E-05,0.056174591,0.200849774,0.001375457,0.002135119,3.175694156,0.026802781,0.711297358,0.017212019,0.966005411,0.093028488,0.064626838,0.031841207,0.309766593,0.005735292,0.002037431,0.00089514,0.896716984,0.002075988,0.036321656,0.046648711,0.005470096,0.000143936,0.000247626,0.001483095,0.019359,0.000791307,0.001252312,5.60E-05,1.050757322,0.016130599,0.022448892,0.006729304,1.618496714,0.02085544,0.015251216,0.149387844,0.658260682,0.004685207,0.038921562,0.021821924,0.789128937,0.005684511,0.044171044,0.022686936,0.051185084,0.0068663,0.02029979,0.031595496,0.049070205,0.003571032,0.004324618,0.005279009,0.390601164,0.023010685,0.018414705,0.019798238,0.077570145,0.002635782,0.02445443,0.028792988,0.205919896,0.011216156,0.004391419,0.001873319,0.49313712,0.000380944,0.000390588,0.007807258,0.227447013,0.002125883,0.044043006,0.017825359,0.293488254,0.098129412,0.08123875,0.002978014,0.83943832,0.00603018,0.005960377,0.00821479,1.773203715,0.018071421,0.00273866,0.302477441,0.412801761,2.24E-05,0.053795927,0.000324341,0.271741559,0.043342985,0.006594234,0.00308086
