species,rhythmic_p,mesor,amplitude,phase_radians,peak_time_hours,people
Fusobacterium.hwasookii,0.17405913,7.34E-05,8.69E-05,0.487198327,1.860960528,P03
Streptococcus.periodonticum,0.046344838,0.000256027,0.000330143,1.416351672,5.410064873,P03
X.Eubacterium..minutum,0.214147899,7.23E-05,8.65E-05,0.302525135,1.155560894,P03
Leptotrichia.trevisanii,0.180404468,8.16E-05,9.26E-05,0.480264131,1.834473851,P03
Neisseria.bacilliformis,0.370311288,0.000355326,0.004276392,4.28635089,16.37265437,P03
Prevotella.multiformis,0.799955181,0.000766694,0.000200459,0.289543276,1.105973846,P03
Cutibacterium.acnes,0.168152602,1.75E-05,1.78E-05,2.153642359,8.226307849,P03
Actinomyces.sp..432,0.386744458,0.000119146,0.000449503,4.418378184,16.87696148,P03
Fusobacterium.necrophorum,0.215716835,8.06E-05,0.000109238,0.169272925,0.646574947,P03
Candidatus.Saccharibacteria.bacterium.oral.taxon.957,0.403386804,0.000125942,0.000641927,4.346807015,16.60357975,P03
Peptostreptococcus.anaerobius,0.025483392,5.93E-05,8.34E-05,1.391289346,5.314333839,P03
Actinomyces.qiguomingii,0.380823194,0.000116427,0.000444389,4.42751264,16.91185254,P03
Porphyromonas.asaccharolytica,0.00522896,4.05E-05,5.37E-05,1.478268425,5.646569449,P03
Prevotella.dentalis,0.080036494,8.74E-05,9.89E-05,0.795539531,3.038737172,P03
Bergeyella.cardium,0.481963361,0.000146786,0.00042322,4.32151458,16.50696977,P03
Lactococcus.lactis,0.345743838,1.65E-05,0.000558401,4.294026075,16.40197141,P03
Clostridioides.difficile,0.200213558,3.03E-05,4.26E-05,1.391289278,5.314333581,P03
Streptococcus.pseudoporcinus,0.200213973,3.19E-05,4.48E-05,0.179501333,0.685644586,P03
Dolosigranulum.pigrum,0.200213566,3.61E-05,5.07E-05,0.179507089,0.685666572,P03
Enterococcus.faecalis,0.364665312,3.93E-05,0.000970641,4.22994749,16.15720925,P03
Schaalia.sp..ZJ405,0.364566303,6.48E-06,0.000245884,4.250510752,16.23575513,P03
Porphyromonas.endodontalis,0.020196594,7.26E-05,0.000100684,1.410149854,5.386375675,P03
Abiotrophia.para.adiacens,0.252134385,2.21E-05,2.15E-05,0.989145146,3.778256148,P03
Porphyromonas.cangingivalis,0.008046082,4.00E-05,5.62E-05,1.391289297,5.314333653,P03
Corynebacterium.diphtheriae,0.031754793,0.000213648,0.000215722,0.498749664,1.905083386,P03
Actinomyces.wuliandei,0.379552837,7.34E-05,0.000342597,4.370709302,16.69487977,P03
Treponema.phagedenis,0.221705803,2.45E-05,3.27E-05,0.16539257,0.631753081,P03
Corynebacterium.aquilae,0.417488923,0.000175994,0.000502163,4.462040713,17.04374006,P03
Actinomyces.marmotae,0.382744148,9.24E-05,0.00040109,4.387395241,16.75861536,P03
Peptacetobacter.hiranonis,0.018981332,3.50E-05,4.91E-05,1.391289332,5.314333788,P03
Streptococcus.pyogenes,0.2226339,0.000299205,0.000391347,0.135026599,0.515763616,P03
Mycoplasma.orale,0.203230909,2.29E-05,2.99E-05,1.502915055,5.740712642,P03
Slackia.heliotrinireducens,0.202783303,7.58E-05,7.35E-05,0.529262068,2.021632182,P03
Fusobacterium.sp..oral.taxon.203,0.201092397,0.000284385,0.000353309,0.337438471,1.288920014,P03
Capnocytophaga.sp..oral.taxon.902,0.058986359,0.000298835,0.000338392,0.707169849,2.701189851,P03
Fusobacterium.canifelinum,0.213204151,0.000192264,0.000262031,0.170911544,0.65283401,P03
Leptotrichia.hongkongensis,0.382464288,0.000289257,0.001397936,4.428033875,16.91384351,P03
Bacteroides.heparinolyticus,0.200213583,7.00E-06,9.83E-06,1.391289232,5.314333403,P03
Aggregatibacter.actinomycetemcomitans,0.200213585,5.91E-05,8.30E-05,1.39128923,5.314333399,P03
Corynebacterium.vitaeruminis,0.289324537,7.83E-05,8.72E-05,0.062457312,0.238569358,P03
Pseudoleptotrichia.goodfellowii,0.253832571,4.42E-05,4.66E-05,0.409375345,1.563698635,P03
Lactococcus.cremoris,0.531235129,-2.10E-12,0.000256691,4.260463985,16.27377367,P03
Actinomyces.gaoshouyii,0.385143641,6.26E-05,0.000260031,4.385363656,16.75085527,P03
Berryella.intestinalis,0.207935893,-1.25E-14,7.94E-06,4.260463983,16.27377367,P03
Haemophilus.pittmaniae,0.200212522,9.98E-06,1.40E-05,1.391296779,5.314362233,P03
Actinomyces.succiniciruminis,0.405524827,0.000168641,0.000456355,4.483209192,17.12459769,P03
Treponema.brennaborense,0.319499735,3.13E-05,3.30E-05,0.050024189,0.191078329,P03
Carnobacterium.divergens,0.200213566,2.81E-05,3.94E-05,1.391289255,5.314333492,P03
Porphyromonas.crevioricanis,0.00487775,2.67E-05,3.75E-05,1.39128927,5.31433355,P03
Bacteroides.zoogleoformans,0.20021356,6.10E-06,8.57E-06,1.391289268,5.314333541,P03
Klebsiella.pneumoniae,0.207938356,-8.51E-15,4.03E-06,3.593517582,13.72622607,P03
Faecalibacterium.prausnitzii,0.374560368,4.64E-05,0.001135744,4.24502426,16.21479827,P03
Actinomyces.sp..Z16,0.36789888,0.000118052,0.000490796,4.449381185,16.99538422,P03
Actinomyces.lilanjuaniae,0.389430018,5.80E-05,0.000224733,4.413434803,16.85807916,P03
Cryptobacterium.curtum,0.340909592,8.40E-06,8.91E-06,1.483091884,5.664993704,P03
Carnobacterium.maltaromaticum,0.200213859,2.10E-05,2.95E-05,1.391291406,5.31434171,P03
Human.betaherpesvirus.7,0.282499852,7.55E-05,7.61E-05,0.45497784,1.737887334,P03
Candidatus.Saccharibacteria.bacterium.oral.taxon.955,0.394505491,8.37E-05,0.000494581,4.379568786,16.7287205,P03
Clostridiales.bacterium,0.207935894,-6.82E-15,6.97E-06,3.593517647,13.72622632,P03
Rothia.kristinae,0.535749724,-2.80E-14,6.84E-06,4.26045868,16.27375341,P03
Aminipila.terrae,0.200213561,6.29E-05,8.84E-05,0.179506945,0.685666024,P03
Streptococcus.satellite.phage.Javan323,0.200213569,2.96E-05,4.15E-05,0.179507024,0.685666324,P03
Capnocytophaga.ochracea,0.201798481,0.00030277,0.000406891,0.114667979,0.437999416,P03
Capnocytophaga.haemolytica,0.345076473,1.00E-04,0.000317829,4.601530944,17.57655349,P03
Candidatus.Gracilibacteria.bacterium.HOT.871,0.38910115,5.06E-05,0.00037776,4.284655736,16.36617936,P03
Corynebacterium.argentoratense,0.670119648,0.00177261,0.001884118,4.098650773,15.65569273,P03
Treponema.maltophilum,0.347146378,5.01E-05,5.19E-05,0.078284048,0.299023037,P03
Leptotrichia.hofstadii,0.005841871,4.04E-05,5.67E-05,1.391289287,5.314333614,P03
Streptococcus.sobrinus,0.214273236,2.82E-05,3.83E-05,0.17021364,0.650168212,P03
Kingella.kingae,0.156775116,5.84E-05,6.97E-05,0.52812876,2.017303266,P03
Haemophilus.parainfluenzae,0.497151435,0.002033893,0.001171097,1.747057465,6.673267955,P05
Actinomyces.naeslundii,0.487839154,0.008193209,0.004188591,0.457134051,1.746123452,P05
Actinomyces.pacaensis,0.452703403,0.001013854,0.00276449,4.097571484,15.65157015,P05
Actinomyces.sp..oral.taxon.414,0.355014951,0.000348218,0.000217162,1.002422228,3.828970862,P05
Schaalia.meyeri,0.371969636,0.001116333,0.003384358,3.999638449,15.27749351,P05
Schaalia.odontolytica,0.395857654,0.022870235,0.061135759,3.986688627,15.22802884,P05
Rothia.dentocariosa,0.229765062,0.011045111,0.007531046,5.727301849,21.8766816,P05
Rothia.mucilaginosa,0.36511887,0.023728516,0.040980228,4.45727879,17.02555085,P05
Gemella.morbillorum,0.328494787,0.001084781,0.005414838,4.456934543,17.02423593,P05
Streptococcus.cristatus,0.373155055,0.001644003,0.00122896,4.984179005,19.03816142,P05
Streptococcus.gordonii,0.198973361,0.000217771,0.000191332,5.127956784,19.58735208,P05
Streptococcus.mitis,0.006741024,0.057427588,0.063729485,5.515036601,21.06588807,P05
Streptococcus.oralis,0.1278121,0.008698195,0.009714052,5.019448507,19.172881,P05
Streptococcus.salivarius,0.26814096,0.057225008,0.166108103,4.088883894,15.618386,P05
Veillonella.nakazawae,0.744565374,0.002629129,0.001093545,3.485366295,13.31311858,P05
Veillonella.atypica,0.459414377,0.008044043,0.016628534,3.913459912,14.94831575,P05
Veillonella.parvula,0.69368161,0.002198388,0.000703333,1.857653075,7.095712067,P05
Myoviridae.sp.,0.696598445,0.000522657,0.000291612,4.016289566,15.34109609,P05
Siphoviridae.sp.,0.371920061,0.004688657,0.005692004,4.646865051,17.74971703,P05
Prevotella.melaninogenica,0.175366608,0.005141063,0.005020146,1.487948513,5.683544662,P05
Gemella.haemolysans,0.002731239,0.005452901,0.00560671,6.081166061,23.22834332,P05
Streptococcus.pneumoniae,0.040874478,0.010185314,0.014044319,5.133148905,19.60718453,P05
Streptococcus.thermophilus,0.197952751,0.037443793,0.042220017,5.823844423,22.24544706,P05
Podoviridae.sp.,0.885167981,0.000545487,0.0001227,3.870298052,14.78344959,P05
Streptococcus.sp..oral.taxon.061,0.503068947,0.002496177,0.002152708,4.510970785,17.23063917,P05
Campylobacter.concisus,0.637705487,0.000769136,0.000607616,4.452402128,17.00692338,P05
Gemella.sanguinis,0.814359637,0.000767159,0.000162323,1.27890016,4.885038771,P05
Streptococcus.sp..LPB0220,0.478640021,0.006195048,0.008396023,4.380585815,16.73260527,P05
Streptococcus.sp..oral.taxon.431,0.291151174,0.009163529,0.007144739,4.86812792,18.59487893,P05
Lachnoanaerobaculum.umeaense,0.218185574,0.00025873,0.001640633,4.01070274,15.31975599,P05
Veillonella.dispar,0.802186753,0.003251334,0.000585749,2.73684975,10.45399599,P05
Bacteriophage.sp.,0.35256823,0.000160849,0.000155236,4.82004031,18.41119779,P05
Streptococcus.anginosus,0.306443705,0.000751541,0.001036498,4.686505811,17.90113358,P05
Streptococcus.gwangjuense,0.08527458,0.002714863,0.004223413,4.975634008,19.00552194,P05
Streptococcus.parasanguinis,0.384970334,0.00231517,0.004126614,4.40159475,16.81285349,P05
Streptococcus.sanguinis,0.277417487,0.000957639,0.000810662,4.967231778,18.97342778,P05
Streptococcus.pseudopneumoniae,0.0105329,0.005387342,0.006479186,5.364688722,20.49160148,P05
Actinomyces.oris,0.15469354,0.009967637,0.006764104,6.211602538,23.72657396,P05
Rothia.aeria,0.224269318,0.00107456,0.000911622,5.283244793,20.18050859,P05
Streptococcus.australis,0.323907486,0.003935875,0.00440291,4.708994807,17.98703521,P05
Lancefieldella.parvula,0.410382079,0.002257244,0.00825983,4.057488231,15.4984634,P05
Streptococcus.intermedius,0.298421564,0.008573626,0.059446154,4.415796244,16.8670992,P05
Streptococcus.sp..116.D4,0.027559293,0.000780736,0.000806945,5.306522418,20.26942256,P05
Streptococcus.sp..I.P16,0.502360097,0.002880234,0.00291077,4.326973109,16.52781981,P05
Capnocytophaga.gingivalis,0.135837414,0.000806178,0.000877535,5.807589075,22.18335621,P05
Fusobacterium.nucleatum,0.356973745,9.00E-05,0.002494022,4.270664036,16.312735,P05
Streptococcus.koreensis,0.382846472,0.00247248,0.002033427,4.782480085,18.2677283,P05
Streptococcus.sp..A12,0.413602513,0.000237652,0.000319908,4.418155404,16.87611053,P05
Mogibacterium.diversum,0.692115636,0.000883172,0.000639732,3.618920858,13.82325944,P05
Lautropia.mirabilis,0.14321978,0.001237865,0.001208363,5.46221005,20.86410551,P05
Pauljensenia.hongkongensis,0.401906391,0.000330273,0.000782426,4.002620414,15.28888378,P05
Actinomyces.sp..oral.taxon.169,0.246264942,0.010149659,0.006019588,6.164120217,23.54520486,P05
Streptococcus.sp..I.G2,0.447061321,0.001730047,0.001444722,4.566997532,17.44464557,P05
Streptococcus.lactarius,0.284701007,0.0017063,0.002603518,4.604261394,17.58698304,P05
X.Eubacterium..sulci,0.649545902,0.000346323,0.000207507,3.108419116,11.87328642,P05
Prevotella.nigrescens,0.458202277,0.00048499,0.000312237,1.761002501,6.726534067,P05
Streptococcus.sp..NPS.308,0.247786428,0.0002628,0.000245745,5.097160302,19.46971819,P05
Capnocytophaga.sputigena,0.519668854,7.79E-05,3.73E-05,5.588263336,21.3455936,P05
Streptococcus.sp..ZB199,0.413889844,0.000352447,0.000632474,4.328164951,16.53237231,P05
Streptococcus.vestibularis,0.243932087,0.002354417,0.001361259,5.698365485,21.76615283,P05
Actinomyces.sp..oral.taxon.171,0.414473368,0.000683117,0.00034091,5.855132372,22.36495823,P05
Neisseria.subflava,0.52957813,0.000486488,0.000306553,1.762140721,6.730881747,P05
Parvimonas.micra,0.340011641,1.70E-10,1.92E-05,3.593513905,13.72621202,P05
Actinomyces.viscosus,0.799643866,0.000122415,1.76E-05,5.502155605,21.01668629,P05
Prevotella.intermedia,0.427789454,0.000339714,0.000202122,1.947999212,7.440808888,P05
Streptococcus.sp..VT.162,0.18778727,0.000962614,0.001612454,4.80641318,18.35914599,P05
Neisseria.mucosa,0.147865263,0.000214568,0.000301416,1.391289289,5.314333622,P05
Porphyromonas.sp..oral.taxon.275,0.100633758,1.62E-05,2.27E-05,1.391286071,5.314321331,P05
Campylobacter.showae,0.200449,8.00E-06,1.11E-05,1.40324165,5.359988278,P05
Streptococcus.sp..1643,0.09623886,0.001469096,0.002169851,5.040112345,19.25181104,P05
Prevotella.jejuni,0.381999156,0.001453057,0.000930422,1.856635592,7.091825567,P05
Selenomonas.sputigena,0.429021066,0.000821359,0.000516407,1.409687793,5.384610733,P05
Streptococcus.suis,0.213484438,0.000119916,0.000198135,4.741332963,18.11055787,P05
Neisseria.elongata,0.446424147,6.94E-05,5.65E-05,1.601771898,6.118317966,P05
Prevotella.oris,0.29673609,0.000505365,0.000318326,2.237830386,8.547882427,P05
Neisseria.sicca,0.134368983,0.000106515,0.000149627,1.391289272,5.314333559,P05
Arachnia.propionica,0.479967932,6.45E-06,3.04E-05,4.180095089,15.9667871,P05
Lachnospiraceae.bacterium.oral.taxon.096,0.246954987,0.002026844,0.020614704,3.758271096,14.35553814,P05
Cardiobacterium.hominis,0.707365829,3.78E-05,1.64E-05,0.915844233,3.498267283,P05
Streptococcus.mutans,0.489181535,0.000225394,0.000202922,4.408784458,16.84031615,P05
Olsenella.sp..oral.taxon.807,0.199889207,0.000670649,0.000932052,0.195238757,0.74575712,P05
Streptococcus.equinus,0.41410093,0.000144984,0.000345805,4.282846396,16.35926819,P05
Candidatus.Saccharibacteria.bacterium.oral.taxon.488,0.390118237,0.000199898,0.000760485,4.125686817,15.75896281,P05
Mogibacterium.pumilum,0.564567464,2.50E-05,3.76E-05,3.791164917,14.48118328,P05
Streptococcus.sp..FDAARGOS_192,0.411530375,0.002429081,0.00271516,4.508230555,17.22017226,P05
Neisseria.flavescens,0.200213563,9.38E-05,0.000131765,1.391289292,5.314333633,P05
Actinomyces.sp..oral.taxon.897,0.649013635,3.52E-05,3.10E-05,3.959083445,15.12258481,P05
Granulicatella.adiacens,0.61745453,1.58E-05,2.93E-05,4.055727994,15.49173979,P05
Streptococcus.constellatus,0.191010607,0.000828115,0.000548492,5.374570863,20.52934848,P05
Haemophilus.influenzae,0.056273183,3.26E-05,4.58E-05,1.391286218,5.314321891,P05
Inoviridae.sp.,0.200213563,6.90E-06,9.69E-06,1.391289274,5.314333567,P05
Streptococcus.sp..oral.taxon.064,0.218695016,0.000975368,0.001000166,5.140812976,19.63645912,P05
Haemophilus.parahaemolyticus,0.358601493,0.00020692,0.000143464,0.156960989,0.599546813,P05
Aggregatibacter.aphrophilus,0.200213547,4.65E-05,6.53E-05,1.391289444,5.314334215,P05
Fusobacterium.pseudoperiodonticum,0.203745175,4.34E-05,5.62E-05,1.51928476,5.803240309,P05
Prevotella.sp..oral.taxon.299,0.141838753,0.000176539,0.000218557,1.451087321,5.542745281,P05
Selenomonas.sp..oral.taxon.126,0.209316882,2.89E-05,2.64E-05,1.31681928,5.02987914,P05
TM7.phylum.sp..oral.taxon.952,0.394844386,0.00054133,0.00203801,4.127032698,15.7641037,P05
Prevotella.histicola,0.615945821,0.01486701,0.00691983,2.877442528,10.99102084,P05
Prevotella.veroralis,0.339655714,0.013658302,0.010148562,1.75753491,6.713288848,P05
Tannerella.forsythia,0.020434331,1.62E-05,2.28E-05,1.391288888,5.314332092,P05
Leptotrichia.sp..oral.taxon.212,0.207935941,-2.99E-15,3.45E-06,4.260463417,16.2737715,P05
Campylobacter.gracilis,0.200213581,7.32E-06,1.03E-05,1.391289208,5.314333313,P05
Schaalia.cardiffensis,0.378620573,4.48E-05,0.000140921,3.945916664,15.07229141,P05
Caudovirales.sp.,0.583084678,3.54E-05,4.17E-05,3.854714792,14.72392592,P05
Haemophilus.haemolyticus,0.20133901,1.63E-05,2.21E-05,1.439838339,5.499777335,P05
Streptococcus.equi,0.298207483,2.75E-05,7.32E-05,4.241532892,16.20146222,P05
Streptococcus.infantis,0.346797711,4.68E-05,0.000322792,4.099036648,15.65716666,P05
Porphyromonas.gingivalis,0.065245772,1.51E-05,2.12E-05,1.391289276,5.314333573,P05
Campylobacter.blaseri,0.200213297,3.62E-08,5.09E-08,1.391291427,5.314341789,P05
Streptococcus.agalactiae,0.248724398,0.001204482,0.002754818,4.775704403,18.2418471,P05
Lachnospiraceae.bacterium.oral.taxon.500,0.242159887,1.49E-05,0.000101078,3.707816187,14.16281458,P05
Prevotella.denticola,0.14813511,0.000558709,0.000446389,0.266265859,1.017060664,P05
Actinomyces.sp..oral.taxon.848,0.17011823,9.98E-06,1.34E-05,2.584922779,9.873677708,P05
Leptotrichia.wadei,0.009533309,0.000152792,0.000214635,1.391289288,5.314333617,P05
Capnocytophaga.sp..FDAARGOS_737,0.439475996,7.27E-05,0.000107738,4.798620932,18.32938179,P05
Selenomonas.sp..oral.taxon.920,0.126029861,1.69E-05,2.02E-05,1.70255864,6.503294963,P05
Actinomyces.radicidentis,0.605846949,5.85E-05,5.42E-05,3.815324369,14.57346559,P05
Corynebacterium.matruchotii,0.308974356,3.69E-05,3.00E-05,0.933771111,3.566742911,P05
Selenomonas.sp..oral.taxon.136,0.6676184,0.000323341,7.23E-05,2.133738366,8.150280195,P05
Capnocytophaga.endodontalis,0.200213577,1.95E-05,2.74E-05,0.179506982,0.685666166,P05
Prevotella.scopos,0.364350479,0.000156405,0.000107424,1.799732998,6.874473668,P05
Streptococcus.milleri,0.138771861,-7.86E-15,4.13E-05,4.260466296,16.2737825,P05
Arachnia.rubra,0.200214802,1.82E-06,2.55E-06,1.39128823,5.314329577,P05
Selenomonas.sp..oral.taxon.478,0.568899427,0.000557386,0.000163527,2.208334742,8.435217363,P05
Capnocytophaga.leadbetteri,0.36608722,7.35E-05,0.00012864,4.697658025,17.94373189,P05
Aggregatibacter.segnis,0.200213587,2.70E-05,3.80E-05,1.391289243,5.314333449,P05
Actinomyces.sp..ZJ750,0.449440216,2.44E-05,5.56E-05,3.834640046,14.64724604,P05
Actinomyces.howellii,0.784470958,3.57E-05,1.03E-05,3.193940727,12.19995491,P05
Prevotella.enoeca,0.090699682,2.95E-05,3.24E-05,1.728936512,6.604051013,P05
Actinomyces.slackii,0.464662094,2.20E-05,5.13E-05,3.873795962,14.79681062,P05
Actinomyces.sp..ZJ34,0.431763328,2.09E-05,7.00E-05,3.985427983,15.22321353,P05
Propionibacterium.acidifaciens,0.169874024,0.000261728,0.00029638,1.442179859,5.50872128,P05
Veillonella.rodentium,0.657238128,4.32E-05,3.30E-05,3.708144967,14.16407043,P05
Prevotella.sp..oral.taxon.475,0.074712577,8.56E-06,1.20E-05,1.391289763,5.314335433,P05
Aggregatibacter.sp..oral.taxon.513,0.200213561,1.52E-05,2.13E-05,1.391289263,5.314333522,P05
bacterium,0.549355234,2.98E-05,3.87E-05,3.646011447,13.92673787,P05
Actinomyces.sp..Chiba101,0.404658628,2.74E-05,6.83E-05,4.16094331,15.8936327,P05
Actinomyces.weissii,0.400596274,0.001416916,0.00549547,3.986390511,15.22689012,P05
Actinomyces.procaprae,0.376416781,2.02E-05,6.42E-05,3.871504961,14.78805964,P05
Prevotella.fusca,0.058403856,2.68E-05,3.76E-05,1.391287478,5.314326705,P05
Capnocytophaga.sp..oral.taxon.878,0.200213566,1.48E-05,2.08E-05,0.179507095,0.685666596,P05
Kingella.oralis,0.829670967,2.96E-05,5.82E-06,1.56168878,5.965211735,P05
Actinomyces.israelii,0.415129502,1.62E-05,6.66E-05,4.031074899,15.39757191,P05
Fusobacterium.hwasookii,0.207935847,2.84E-14,3.03E-05,4.260466227,16.27378224,P05
Leptotrichia.trevisanii,0.200213565,3.70E-06,5.20E-06,1.391289286,5.314333612,P05
Neisseria.bacilliformis,0.104943909,1.66E-05,2.33E-05,1.391288999,5.314332515,P05
Prevotella.multiformis,0.046118659,3.14E-05,4.41E-05,1.39128928,5.314333588,P05
Cutibacterium.acnes,0.466760051,0.000100439,8.35E-05,4.357628516,16.64491484,P05
Leptotrichia.sp..oral.taxon.218,0.200213569,2.67E-06,3.76E-06,1.391289287,5.314333613,P05
Actinomyces.sp..432,0.577299122,1.38E-05,3.04E-05,4.087996837,15.61499769,P05
Candidatus.Saccharibacteria.bacterium.oral.taxon.957,0.486362148,1.93E-05,8.04E-05,4.163539235,15.9035484,P05
Actinomyces.qiguomingii,0.630333617,1.23E-05,1.97E-05,4.021556986,15.36121616,P05
Leptotrichia.sp..oral.taxon.221,0.202169029,1.95E-06,2.59E-06,1.468672448,5.609915516,P05
Streptococcus.dysgalactiae,0.204921867,0.001452712,0.002317414,5.026163792,19.19853149,P05
Schaalia.sp..ZJ405,0.39618388,1.50E-05,6.13E-05,3.99868788,15.27386261,P05
Bifidobacterium.dentium,0.200213508,2.22E-06,3.12E-06,1.391289661,5.314335044,P05
Actinomyces.wuliandei,0.200213557,8.95E-06,1.26E-05,1.391289274,5.314333567,P05
Corynebacterium.aquilae,0.200213576,1.52E-05,2.13E-05,0.179507247,0.685667177,P05
Actinomyces.marmotae,0.054871753,9.42E-06,1.32E-05,1.391292656,5.314346483,P05
Streptococcus.pyogenes,0.122796783,-1.22E-12,0.000510589,4.260461129,16.27376277,P05
Leptotrichia.hongkongensis,0.200214917,1.52E-05,2.14E-05,1.391290412,5.314337911,P05
Actinomyces.gaoshouyii,0.042435394,9.25E-06,1.30E-05,1.391289277,5.314333575,P05
Rothia.nasimurium,0.340373978,2.33E-05,0.000145142,4.281569414,16.35439047,P05
Actinomyces.succiniciruminis,0.200214069,2.12E-05,2.99E-05,1.391287011,5.314324923,P05
Faecalibacterium.prausnitzii,0.415904922,-6.37E-13,7.95E-05,3.59351765,13.72622633,P05
Actinomyces.sp..Z16,0.200213747,1.69E-05,2.37E-05,1.391289072,5.314332796,P05
Cryptobacterium.curtum,0.198126318,6.37E-05,8.54E-05,0.253111778,0.966815773,P05
Carnobacterium.maltaromaticum,0.200213584,1.05E-05,1.48E-05,0.179506847,0.685665649,P05
Microviridae.sp.,0.089686437,2.18E-05,3.06E-05,1.391289311,5.314333707,P05
Candidatus.Saccharibacteria.bacterium.oral.taxon.955,0.207939418,-1.17E-15,4.58E-07,3.593517047,13.72622403,P05
X.Haemophilus..ducreyi,0.342820476,4.41E-11,3.13E-05,3.593517034,13.72622398,P05
Rothia.kristinae,0.205218415,1.12E-13,0.000121861,4.256059603,16.25695017,P05
Mobiluncus.curtisii,0.488566704,1.24E-05,2.68E-05,4.327785484,16.53092286,P05
Streptococcus.satellite.phage.Javan379,0.174910531,9.18E-06,1.06E-05,0.825021083,3.151348406,P05
Gemella.sp..oral.taxon.928,0.2079359,-2.35E-14,1.64E-05,3.593517645,13.72622631,P05
Streptococcus.sobrinus,0.195651502,7.98E-06,9.17E-06,5.665443976,21.64040193,P05
Collinsella.aerofaciens,0.396899429,3.82E-06,5.16E-05,4.232432434,16.16670104,P05
Haemophilus.parainfluenzae,0.273860953,0.036449988,0.035228924,5.179394657,19.78383028,P07
Actinomyces.naeslundii,0.118106592,0.010920814,0.011976209,0.086502373,0.330414724,P07
Actinomyces.pacaensis,0.421415554,0.001188364,0.003614278,4.365163621,16.67369682,P07
Actinomyces.sp..oral.taxon.414,0.070114942,0.001903995,0.001498392,5.901862567,22.54345442,P07
Schaalia.meyeri,0.411250637,0.003167027,0.008094571,4.447869214,16.98960892,P07
Schaalia.odontolytica,0.412461854,0.055670073,0.154010147,4.432374715,16.93042429,P07
Rothia.dentocariosa,0.105596085,0.007355833,0.009320496,0.106149443,0.405461006,P07
Rothia.mucilaginosa,0.181671802,0.038972782,0.037105868,6.056913854,23.13570672,P07
Gemella.morbillorum,0.113208741,0.006283448,0.005787891,5.775833534,22.06205898,P07
Streptococcus.cristatus,0.144041647,0.004679161,0.005667367,0.009226383,0.035242185,P07
Streptococcus.gordonii,0.140967874,0.001001641,0.001042349,6.064502103,23.16469169,P07
Streptococcus.mitis,0.12461624,0.732730399,0.949489736,0.077703061,0.296803831,P07
Streptococcus.oralis,0.120773027,0.041655189,0.047223016,6.173427181,23.58075484,P07
Streptococcus.salivarius,0.287464043,0.030946134,0.038769041,4.900198417,18.71737921,P07
Veillonella.nakazawae,0.453157299,0.001981942,0.004187314,4.45823266,17.02919437,P07
Veillonella.atypica,0.496943987,0.005804584,0.01222017,4.272950508,16.32146868,P07
Veillonella.parvula,0.461881437,0.005217395,0.007977637,4.592184308,17.54085197,P07
Myoviridae.sp.,0.17863526,0.006527783,0.005979285,6.190952676,23.6476973,P07
Siphoviridae.sp.,0.147707357,0.018858759,0.017699931,5.979743035,22.8409359,P07
Prevotella.melaninogenica,0.574775606,0.017664599,0.022819277,4.478633119,17.10711838,P07
Gemella.haemolysans,0.098673515,0.430840123,0.544271885,0.047958196,0.183186814,P07
Streptococcus.pneumoniae,0.132110109,0.073454368,0.093335528,0.050223013,0.191837777,P07
Streptococcus.thermophilus,0.113538722,0.000812581,0.000797632,5.524144134,21.10067629,P07
Podoviridae.sp.,0.35922475,0.001627868,0.001174978,5.322797421,20.33158849,P07
Streptococcus.sp..oral.taxon.061,0.330503563,0.011894921,0.020667965,4.80832879,18.36646308,P07
Campylobacter.concisus,0.518503211,0.002307755,0.001415819,4.784849257,18.27677787,P07
Gemella.sanguinis,0.361664123,0.012396912,0.023703787,4.676154863,17.86159587,P07
Streptococcus.sp..LPB0220,0.166182636,0.000862582,0.000906096,5.459198896,20.85260375,P07
Streptococcus.sp..oral.taxon.431,0.141887401,0.013718001,0.015807691,5.313001441,20.29417061,P07
Lachnoanaerobaculum.umeaense,0.433235965,0.001086692,0.003024659,4.364482428,16.67109486,P07
Veillonella.dispar,0.44890618,0.002679673,0.006156757,4.436778103,16.947244,P07
Bacteriophage.sp.,0.239279617,0.001067411,0.000882286,6.270403122,23.95117565,P07
Streptococcus.anginosus,0.182116714,0.008523733,0.008519426,6.201655155,23.68857776,P07
Streptococcus.gwangjuense,0.133354134,0.022585581,0.028875533,0.059067073,0.225619598,P07
Streptococcus.parasanguinis,0.305404425,0.000907949,0.001592354,4.776315959,18.24418307,P07
Streptococcus.sanguinis,0.121663513,0.004283256,0.004823654,6.27022855,23.95050883,P07
Streptococcus.pseudopneumoniae,0.138675708,0.036233941,0.046724705,0.070286908,0.26847621,P07
Actinomyces.oris,0.130577396,0.005198353,0.006334284,0.129516493,0.494716563,P07
Rothia.aeria,0.106906643,0.009317255,0.011764666,0.087703495,0.335002676,P07
Streptococcus.australis,0.163988175,0.028442993,0.030053189,5.41827866,20.69629996,P07
Lancefieldella.parvula,0.476781376,0.001240097,0.002039434,4.462212742,17.04439716,P07
Streptococcus.intermedius,0.188085348,0.00080845,0.000724696,6.025317926,23.01501916,P07
Streptococcus.sp..116.D4,0.114411808,0.005907483,0.007112413,6.238617052,23.82976181,P07
Streptococcus.sp..I.P16,0.35353692,0.005056791,0.009046507,4.737499592,18.09591547,P07
