pathway	species	sum	ownership_new	Superclass1	Superclass2
PWY-6703: preQ0 biosynthesis	Streptococcus_oralis	0.00372574	mix	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Veillonella_atypica	0.001445477	cluster1	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Streptococcus_pseudopneumoniae	0.007337683	cluster2	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Prevotella_oris	7.965e-05	cluster1	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Porphyromonas_gingivalis	1.4911e-05	cluster1	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Neisseria_meningitidis	3.243e-06	cluster1	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Streptococcus_mitis	0.004697129	cluster2	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Porphyromonas_endodontalis	0.000743478	cluster1	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Streptococcus_pneumoniae	0.009488664	cluster2	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Neisseria_mucosa	0.001238185	cluster1	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Haemophilus_influenzae	0.000110825	mix	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6703: preQ0 biosynthesis	Haemophilus_haemolyticus	2.6884e-05	mix	Biosynthesis	Secondary Metabolite Biosynthesis
PWY-6897: thiamine diphosphate salvage II	Haemophilus_parahaemolyticus	0.000133545	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6897: thiamine diphosphate salvage II	Streptococcus_pseudopneumoniae	0.002713306	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6897: thiamine diphosphate salvage II	Streptococcus_pneumoniae	0.003796542	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6897: thiamine diphosphate salvage II	Streptococcus_oralis	0.004589754	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6897: thiamine diphosphate salvage II	Streptococcus_agalactiae	0.000267056	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6897: thiamine diphosphate salvage II	Haemophilus_haemolyticus	0.000369533	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6897: thiamine diphosphate salvage II	Streptococcus_mitis	0.010635718	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-6897: thiamine diphosphate salvage II	Haemophilus_influenzae	0.000273892	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Neisseria_elongata	0.000195668	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Streptococcus_oralis	0.009109328	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Neisseria_mucosa	0.001217929	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Haemophilus_influenzae	0.0002960825	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Veillonella_atypica	0.000829412	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Haemophilus_parahaemolyticus	0.00029404	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Cardiobacterium_hominis	1.7939e-05	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Actinomyces_sp_oral_taxon_897	2.555e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Streptococcus_pneumoniae	0.012699115	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Streptococcus_pseudopneumoniae	0.000607214	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Haemophilus_haemolyticus	0.00010111	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Neisseria_meningitidis	0.00041662	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Streptococcus_mitis	0.001861041	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	Streptococcus_agalactiae	0.000327341	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Streptococcus_mitis	0.009842129	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Prevotella_histicola	0.000353052	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Prevotella_fusca	2.83e-07	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Haemophilus_haemolyticus	0.000105243	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Streptococcus_pseudopneumoniae	0.004129681	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Haemophilus_parahaemolyticus	0.000166356	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Prevotella_multiformis	1.411e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Porphyromonas_endodontalis	0.000802685	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Porphyromonas_gingivalis	1.8476e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Gemella_haemolysans	0.001017586	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Prevotella_scopos	3.5701e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Streptococcus_parasanguinis	0.004025275	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Prevotella_jejuni	0.000175435	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Streptococcus_australis	0.000582546	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Bacteroides_heparinolyticus	1.456e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Streptococcus_agalactiae	0.00030331	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Streptococcus_oralis	0.00445147	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Streptococcus_pneumoniae	0.009481325	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Haemophilus_influenzae	0.000336144	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Prevotella_denticola	1.1957e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7199: pyrimidine deoxyribonucleosides salvage	Prevotella_veroralis	2.6281e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	Streptococcus_pseudopneumoniae	3.1294e-05	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Haemophilus_influenzae	0.000152961	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Cardiobacterium_hominis	1.6911e-05	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Streptococcus_oralis	0.003271116	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Streptococcus_pneumoniae	0.006201848	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Prevotella_dentalis	2.49e-06	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Neisseria_mucosa	0.000795917	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Capnocytophaga_gingivalis	7.7966e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Neisseria_elongata	0.000142341	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Actinomyces_sp_oral_taxon_897	2.78e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Haemophilus_parahaemolyticus	0.000196953	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Neisseria_meningitidis	2.69e-07	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Streptococcus_mitis	0.013674756	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Haemophilus_haemolyticus	0.000230323	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Streptococcus_agalactiae	0.000282914	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Veillonella_atypica	0.001036632	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7208: superpathway of pyrimidine nucleobases salvage	Streptococcus_pseudopneumoniae	0.000812221	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Streptococcus_pseudopneumoniae	0.000678619	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Veillonella_atypica	0.001067787	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Neisseria_elongata	0.000215389	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Actinomyces_sp_oral_taxon_897	5.944e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Cardiobacterium_hominis	2.228e-05	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Capnocytophaga_gingivalis	0.000110679	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Neisseria_meningitidis	8.25478e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Haemophilus_influenzae	0.0004351454	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Haemophilus_haemolyticus	0.0002751526	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Haemophilus_parahaemolyticus	0.00030268	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Neisseria_mucosa	0.001377681	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Streptococcus_mitis	0.014097323	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Streptococcus_agalactiae	0.000439597	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Corynebacterium_matruchotii	1.22e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Streptococcus_oralis	0.006597134	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	Streptococcus_pneumoniae	0.01268956	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Streptococcus_australis	0.001245468	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Prevotella_veroralis	1.3179e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Prevotella_denticola	6.033e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Prevotella_histicola	0.000270311	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Veillonella_atypica	0.000892878	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Streptococcus_agalactiae	0.0003360369	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Prevotella_multiformis	7.84e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Neisseria_mucosa	0.001041341	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Streptococcus_pseudopneumoniae	0.003369416	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Corynebacterium_matruchotii	4.791e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Haemophilus_haemolyticus	0.0002744516	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Prevotella_fusca	1.94e-07	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Streptococcus_mitis	0.013495671	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Prevotella_oris	4.7325e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Porphyromonas_endodontalis	0.000766251	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Streptococcus_parasanguinis	0.003346272	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Neisseria_meningitidis	0.0001164443	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Streptococcus_oralis	0.004110699	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Peptostreptococcus_anaerobius	9.02e-07	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Haemophilus_influenzae	0.000320141	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Haemophilus_parahaemolyticus	0.0001612316	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Capnocytophaga_gingivalis	8.307e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Neisseria_elongata	0.000203632	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Prevotella_dentalis	1.35e-06	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Prevotella_scopos	4.441e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Gemella_haemolysans	0.0026061176	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Bacteroides_heparinolyticus	1.2544e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Cardiobacterium_hominis	2.2024e-05	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Prevotella_jejuni	8.8176e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Actinomyces_sp_oral_taxon_897	9.952e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7221: guanosine ribonucleotides de novo biosynthesis	Streptococcus_pneumoniae	0.009121375	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Neisseria_elongata	0.000215389	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Actinomyces_sp_oral_taxon_897	5.944e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Neisseria_mucosa	0.001377681	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Streptococcus_agalactiae	0.000439597	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Capnocytophaga_gingivalis	0.000110679	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Streptococcus_pseudopneumoniae	0.000678619	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Corynebacterium_matruchotii	1.22e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Haemophilus_parahaemolyticus	0.00030268	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Veillonella_atypica	0.001067787	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Haemophilus_haemolyticus	0.0002751526	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Neisseria_meningitidis	8.25478e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Cardiobacterium_hominis	2.228e-05	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Streptococcus_mitis	0.014097323	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Haemophilus_influenzae	0.0004351454	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Streptococcus_pneumoniae	0.01268956	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	Streptococcus_oralis	0.006597134	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Actinomyces_sp_oral_taxon_897	6.161e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Streptococcus_agalactiae	0.000377804	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Cardiobacterium_hominis	1.8286e-05	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Neisseria_meningitidis	6.74354e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Streptococcus_oralis	0.004542216	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Capnocytophaga_gingivalis	8.4959e-05	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Streptococcus_mitis	0.013866131	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Veillonella_atypica	0.000933238	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Haemophilus_parahaemolyticus	0.000168028	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Neisseria_mucosa	0.00102746	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Neisseria_elongata	0.000197631	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Haemophilus_haemolyticus	0.00022632	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Haemophilus_influenzae	0.000330224	mix	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Corynebacterium_matruchotii	2.812e-06	cluster1	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Streptococcus_pseudopneumoniae	0.000974471	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	Streptococcus_pneumoniae	0.009893756	cluster2	Biosynthesis	Nucleoside and Nucleotide Biosynthesis
PWY-7238: sucrose biosynthesis II	Streptococcus_oralis	0.003181454	mix	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Neisseria_meningitidis	0.000511819	cluster1	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Haemophilus_haemolyticus	7.56695e-05	mix	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Corynebacterium_matruchotii	2.508e-06	cluster1	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Neisseria_mucosa	0.0008984904	cluster1	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Streptococcus_australis	0.0008866156	mix	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Streptococcus_agalactiae	0.000249931	cluster2	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Gemella_haemolysans	0.003285549	cluster2	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Haemophilus_parahaemolyticus	0.000225959	cluster2	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Streptococcus_pseudopneumoniae	0.005475842	cluster2	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Cardiobacterium_hominis	2.3148e-05	mix	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Streptococcus_mitis	0.021276466	cluster2	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Haemophilus_influenzae	0.0005666143	mix	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Actinomyces_sp_oral_taxon_897	7.362e-06	cluster1	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Streptococcus_pneumoniae	0.010320534	cluster2	Biosynthesis	Carbohydrate Biosynthesis
PWY-7238: sucrose biosynthesis II	Streptococcus_parasanguinis	0.005451804	cluster1	Biosynthesis	Carbohydrate Biosynthesis
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	Haemophilus_haemolyticus	0.000119849	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	Streptococcus_pneumoniae	0.002347867	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	Haemophilus_influenzae	3.1661e-05	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Cardiobacterium_hominis	1.2062e-05	mix	Biosynthesis	Carbohydrate Biosynthesis
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Streptococcus_mitis	0.000329092	cluster2	Biosynthesis	Carbohydrate Biosynthesis
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Streptococcus_oralis	9.083e-05	mix	Biosynthesis	Carbohydrate Biosynthesis
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Streptococcus_pneumoniae	0.000432859	cluster2	Biosynthesis	Carbohydrate Biosynthesis
